payment_id,invoice_id,customer_id,payment_date,payment_amount,payment_status,days_to_pay,payment_method
161,163,66,2025-09-10,199.0,late_paid,40.0,card
162,164,66,2025-09-15,199.0,paid,14.0,card
163,165,66,2025-10-25,199.0,paid,24.0,card
164,166,66,,0.0,unpaid,,
165,167,66,2025-12-16,199.0,paid,15.0,ach
166,168,66,2026-01-10,189.0,paid,9.0,ach
167,169,66,2026-02-10,199.0,paid,9.0,card
168,170,66,2026-03-18,199.0,paid,17.0,card
169,171,66,2026-04-29,199.0,paid,28.0,card
170,172,66,2026-05-19,199.0,paid,18.0,wire
171,173,66,2026-06-23,199.0,paid,22.0,card
172,174,71,2024-04-30,79.0,paid,29.0,wire
173,175,71,2024-05-02,79.0,paid,1.0,card
174,176,71,2024-06-14,79.0,paid,13.0,card
175,177,71,2024-07-25,79.0,paid,24.0,wire
176,178,71,,0.0,unpaid,,
177,179,71,2024-09-23,79.0,paid,22.0,card
178,180,71,2024-10-28,79.0,paid,27.0,wire
179,181,71,2024-11-18,79.0,paid,17.0,ach
180,182,71,2024-12-15,79.0,paid,14.0,wire
181,183,71,2025-01-06,79.0,paid,5.0,card
182,184,71,2025-02-14,79.0,paid,13.0,wire
183,185,71,2025-03-30,89.0,paid,29.0,card
184,186,71,2025-04-29,79.0,paid,28.0,ach
185,187,71,2025-05-05,79.0,paid,4.0,wire
186,188,71,2025-06-06,79.0,paid,5.0,ach
187,189,71,2025-07-16,79.0,paid,15.0,card
188,190,71,2025-09-13,79.0,late_paid,43.0,card
189,191,71,2025-09-03,79.0,paid,2.0,card
190,192,71,2025-10-22,79.0,paid,21.0,card
191,193,71,2025-11-03,79.0,paid,2.0,card
192,194,71,2025-12-06,79.0,paid,5.0,ach
193,195,71,2026-01-13,79.0,paid,12.0,ach
194,196,71,2026-02-27,79.0,paid,26.0,ach
195,197,71,2026-03-20,79.0,paid,19.0,card
196,198,71,2026-04-06,79.0,paid,5.0,card
197,199,71,2026-05-27,79.0,paid,26.0,card
198,200,71,2026-06-22,79.0,paid,21.0,ach
199,201,75,2026-01-06,29.0,paid,5.0,card
200,202,75,2026-02-08,29.0,paid,7.0,card
201,203,75,2026-03-07,29.0,paid,6.0,card
202,204,75,2026-04-25,29.0,paid,24.0,card
203,205,75,2026-05-08,29.0,paid,7.0,wire
204,206,75,2026-06-16,29.0,paid,15.0,card
205,207,98,,0.0,unpaid,,
206,208,98,2024-02-13,29.0,paid,12.0,card
207,209,98,2024-03-10,29.0,paid,9.0,card
208,210,98,2024-04-29,29.0,paid,28.0,card
209,211,98,2024-05-16,29.0,paid,15.0,card
210,212,98,2024-06-05,29.0,paid,4.0,card
211,213,98,2024-07-25,29.0,paid,24.0,wire
212,214,98,2024-08-02,29.0,paid,1.0,card
213,215,98,2024-09-04,29.0,paid,3.0,card
214,216,98,2024-10-16,29.0,paid,15.0,card
215,217,98,2024-11-16,29.0,paid,15.0,card
216,218,98,2024-12-16,29.0,paid,15.0,ach
217,219,98,2025-01-28,39.0,paid,27.0,ach
218,220,98,2025-02-02,29.0,paid,1.0,card
219,221,98,2025-03-30,29.0,paid,29.0,wire
220,222,98,2025-04-20,29.0,paid,19.0,ach
221,223,98,2025-05-06,29.0,paid,5.0,card
222,224,98,2025-06-18,29.0,paid,17.0,card
223,225,98,2025-07-11,29.0,paid,10.0,ach
224,226,98,2025-08-15,29.0,paid,14.0,ach
225,227,98,2025-09-18,29.0,paid,17.0,wire
226,228,98,2025-10-05,29.0,paid,4.0,ach
227,229,98,,0.0,unpaid,,
228,230,98,2025-12-24,29.0,paid,23.0,card
229,231,98,2026-01-23,29.0,paid,22.0,card
230,232,98,2026-03-11,29.0,late_paid,38.0,card
231,233,98,2026-03-03,29.0,paid,2.0,card
232,234,98,2026-04-10,29.0,paid,9.0,wire
233,235,98,2026-05-03,29.0,paid,2.0,wire
234,236,98,2026-06-23,29.0,paid,22.0,card
235,237,102,2026-01-19,29.0,paid,18.0,card
236,238,102,2026-03-02,29.0,paid,29.0,card
237,239,102,2026-03-11,29.0,paid,10.0,card
238,240,102,2026-04-22,29.0,paid,21.0,ach
239,241,102,,0.0,unpaid,,
240,242,102,2026-07-06,29.0,late_paid,35.0,ach
241,243,106,2024-05-07,79.0,paid,6.0,card
242,244,106,2024-06-26,79.0,paid,25.0,wire
243,245,106,2024-07-04,79.0,paid,3.0,card
244,246,106,2024-08-03,79.0,paid,2.0,card
245,247,106,2024-09-21,79.0,paid,20.0,card
246,248,106,2024-10-02,79.0,paid,1.0,ach
247,249,106,2024-11-21,79.0,paid,20.0,card
248,250,106,2024-12-29,79.0,paid,28.0,card
249,251,106,2025-01-10,79.0,paid,9.0,wire
250,252,106,2025-02-20,79.0,paid,19.0,ach
251,253,106,2025-03-23,79.0,paid,22.0,card
252,254,106,2025-04-08,79.0,paid,7.0,card
253,255,106,2025-05-26,79.0,paid,25.0,card
254,256,106,2025-06-11,79.0,paid,10.0,card
255,257,106,2025-07-28,79.0,paid,27.0,ach
256,258,106,2025-08-25,79.0,paid,24.0,wire
257,259,106,2025-09-06,79.0,paid,5.0,wire
258,260,106,2025-11-01,79.0,late_paid,31.0,card
259,261,106,,0.0,unpaid,,
260,262,106,2025-12-12,79.0,paid,11.0,card
261,263,106,2026-01-03,79.0,paid,2.0,card
262,264,106,2026-03-01,79.0,paid,28.0,card
263,265,106,2026-03-07,79.0,paid,6.0,ach
264,266,106,2026-04-21,79.0,paid,20.0,wire
265,267,106,2026-05-16,79.0,paid,15.0,card
266,268,106,2026-06-06,79.0,paid,5.0,ach
267,269,131,2024-05-18,29.0,paid,17.0,ach
268,270,131,2024-06-29,29.0,paid,28.0,wire
269,271,131,2024-08-07,29.0,late_paid,37.0,card
270,272,131,,0.0,unpaid,,
271,273,131,,0.0,unpaid,,
272,274,131,2024-10-22,29.0,paid,21.0,ach
273,275,131,,0.0,unpaid,,
274,276,131,2024-12-07,29.0,paid,6.0,wire
275,277,131,2025-01-05,29.0,paid,4.0,wire
276,278,131,2025-02-27,29.0,paid,26.0,card
277,279,131,2025-03-28,29.0,paid,27.0,card
278,280,131,2025-05-01,29.0,paid,30.0,card
279,281,131,2025-05-18,29.0,paid,17.0,card
280,282,131,2025-06-26,29.0,paid,25.0,card
281,283,131,,0.0,unpaid,,
282,284,131,2025-08-09,29.0,paid,8.0,ach
283,285,131,2025-09-05,29.0,paid,4.0,ach
284,286,131,2025-10-05,29.0,paid,4.0,card
285,287,131,2025-11-20,29.0,paid,19.0,card
286,288,131,2025-12-07,29.0,paid,6.0,card
287,289,131,,0.0,unpaid,,
288,290,131,2026-02-04,29.0,paid,3.0,ach
289,291,131,2026-03-07,29.0,paid,6.0,wire
290,292,131,2026-05-05,29.0,late_paid,34.0,card
291,293,131,2026-05-15,29.0,paid,14.0,wire
292,294,131,,0.0,unpaid,,
293,295,145,2024-12-01,29.0,paid,30.0,card
294,296,145,2025-01-05,29.0,late_paid,35.0,card
295,297,145,2025-01-11,29.0,paid,10.0,ach
296,298,145,2025-02-28,29.0,paid,27.0,wire
297,299,145,2025-03-08,29.0,paid,7.0,ach
298,300,145,2025-04-27,29.0,paid,26.0,ach
299,301,145,2025-05-09,39.0,paid,8.0,ach
300,302,145,2025-06-19,29.0,paid,18.0,card
301,303,145,2025-07-20,29.0,paid,19.0,ach
302,304,145,2025-08-18,39.0,paid,17.0,card
303,305,145,2025-09-18,29.0,paid,17.0,card
304,306,145,2025-10-17,29.0,paid,16.0,wire
305,307,145,2025-11-02,29.0,paid,1.0,ach
306,308,145,2025-12-25,29.0,paid,24.0,ach
307,309,145,2026-01-25,29.0,paid,24.0,ach
308,310,145,2026-02-21,29.0,paid,20.0,wire
309,311,145,2026-03-29,29.0,paid,28.0,ach
310,312,145,2026-04-18,29.0,paid,17.0,wire
311,313,145,2026-05-16,29.0,paid,15.0,card
312,314,145,2026-06-26,19.0,paid,25.0,ach
313,315,150,2024-12-21,29.0,paid,20.0,card
314,316,150,2025-01-23,29.0,paid,22.0,card
315,317,150,2025-02-02,29.0,paid,1.0,wire
316,318,150,2025-03-29,29.0,paid,28.0,ach
317,319,150,2025-04-07,29.0,paid,6.0,ach
318,320,150,2025-05-19,29.0,paid,18.0,ach
319,321,150,2025-06-11,29.0,paid,10.0,wire
320,322,152,2024-01-19,29.0,paid,18.0,ach
321,323,152,2024-02-02,29.0,paid,1.0,ach
322,324,152,2024-03-03,29.0,paid,2.0,card
323,325,152,2024-04-23,29.0,paid,22.0,card
324,326,152,2024-05-08,29.0,paid,7.0,card
325,327,152,2024-06-11,29.0,paid,10.0,wire
326,328,152,2024-07-17,19.0,paid,16.0,ach
327,329,152,2024-08-26,29.0,paid,25.0,ach
328,330,152,2024-09-08,29.0,paid,7.0,ach
329,331,152,2024-10-27,29.0,paid,26.0,wire
330,332,152,2024-11-26,29.0,paid,25.0,card
331,333,152,2024-12-15,29.0,paid,14.0,card
332,334,152,2025-01-14,29.0,paid,13.0,card
333,335,152,2025-02-02,29.0,paid,1.0,card
334,336,152,2025-03-27,29.0,paid,26.0,ach
335,337,152,2025-04-04,29.0,paid,3.0,card
336,338,152,2025-05-24,29.0,paid,23.0,card
337,339,152,2025-07-04,29.0,late_paid,33.0,card
338,340,152,2025-07-26,29.0,paid,25.0,card
339,341,152,2025-09-13,29.0,late_paid,43.0,ach
340,342,152,2025-09-22,29.0,paid,21.0,wire
341,343,152,2025-10-03,29.0,paid,2.0,wire
342,344,152,2025-11-21,29.0,paid,20.0,card
343,345,152,2025-12-09,29.0,paid,8.0,card
344,346,152,2026-01-30,29.0,paid,29.0,ach
345,347,152,2026-02-25,29.0,paid,24.0,card
346,348,152,2026-03-12,19.0,paid,11.0,ach
347,349,152,2026-04-06,29.0,paid,5.0,wire
348,350,152,2026-05-11,29.0,paid,10.0,wire
349,351,152,2026-06-15,29.0,paid,14.0,card
350,352,155,2024-02-15,199.0,late_paid,45.0,card
351,353,155,2024-02-28,199.0,paid,27.0,ach
352,354,155,2024-03-12,199.0,paid,11.0,ach
353,355,155,2024-04-15,199.0,paid,14.0,card
354,356,155,2024-05-20,199.0,paid,19.0,ach
355,357,159,2024-04-14,79.0,paid,13.0,ach
356,358,159,2024-05-13,79.0,paid,12.0,card
357,359,159,2024-06-30,79.0,paid,29.0,wire
358,360,159,2024-07-15,79.0,paid,14.0,card
359,361,159,2024-08-30,79.0,paid,29.0,ach
360,362,159,2024-09-12,79.0,paid,11.0,ach
361,363,159,2024-10-24,79.0,paid,23.0,card
362,364,159,2024-12-03,79.0,late_paid,32.0,wire
363,365,159,2025-01-12,79.0,late_paid,42.0,ach
364,366,159,2025-02-11,79.0,late_paid,41.0,ach
365,367,159,2025-02-23,89.0,paid,22.0,card
366,368,159,2025-03-05,79.0,paid,4.0,wire
367,369,159,2025-04-12,79.0,paid,11.0,ach
368,370,159,2025-05-12,79.0,paid,11.0,card
369,371,159,2025-06-21,79.0,paid,20.0,card
370,372,159,2025-07-04,79.0,paid,3.0,card
371,373,159,2025-08-06,79.0,paid,5.0,card
372,374,159,2025-09-16,79.0,paid,15.0,card
373,375,159,2025-10-31,79.0,paid,30.0,wire
374,376,159,2025-11-15,79.0,paid,14.0,card
375,377,159,2025-12-26,79.0,paid,25.0,card
376,378,159,2026-01-09,79.0,paid,8.0,wire
377,379,159,2026-02-04,79.0,paid,3.0,card
378,380,159,2026-03-02,79.0,paid,1.0,ach
379,381,159,2026-04-07,79.0,paid,6.0,card
380,382,159,2026-05-03,79.0,paid,2.0,ach
381,383,159,2026-06-29,79.0,paid,28.0,ach
382,384,160,2026-03-29,29.0,paid,28.0,ach
383,385,160,2026-05-01,29.0,paid,30.0,ach
384,386,160,2026-05-06,39.0,paid,5.0,ach
385,387,160,2026-06-30,29.0,paid,29.0,ach
386,388,162,2024-08-17,79.0,paid,16.0,ach
387,389,162,2024-09-03,79.0,paid,2.0,card
388,390,162,2024-10-06,79.0,paid,5.0,ach
389,391,162,2024-12-05,79.0,late_paid,34.0,card
390,392,162,2024-12-19,79.0,paid,18.0,card
391,393,162,2025-01-15,79.0,paid,14.0,wire
392,394,162,2025-03-01,79.0,paid,28.0,ach
393,395,162,2025-03-09,79.0,paid,8.0,wire
394,396,162,2025-05-01,79.0,paid,30.0,card
395,397,162,,0.0,unpaid,,
396,398,162,2025-06-18,79.0,paid,17.0,ach
397,399,162,2025-07-14,79.0,paid,13.0,ach
398,400,162,2025-08-17,79.0,paid,16.0,ach
399,401,162,2025-09-26,79.0,paid,25.0,card
400,402,162,2025-10-21,79.0,paid,20.0,ach
401,403,162,2025-11-23,79.0,paid,22.0,card
402,404,162,2025-12-07,79.0,paid,6.0,card
403,405,162,2026-01-17,79.0,paid,16.0,card
404,406,162,2026-03-15,79.0,late_paid,42.0,card
405,407,162,2026-03-25,79.0,paid,24.0,ach
406,408,162,2026-04-10,79.0,paid,9.0,wire
407,409,162,2026-05-05,79.0,paid,4.0,wire
408,410,162,2026-06-19,79.0,paid,18.0,card
409,411,165,2026-01-13,29.0,late_paid,43.0,card
410,412,165,2026-01-04,29.0,paid,3.0,card
411,413,165,2026-02-16,29.0,paid,15.0,card
412,414,165,2026-03-14,29.0,paid,13.0,card
413,415,165,2026-05-04,29.0,late_paid,33.0,ach
414,416,165,2026-05-03,29.0,paid,2.0,card
415,417,166,,0.0,unpaid,,
416,418,166,2024-08-14,29.0,paid,13.0,card
417,419,166,2024-09-13,29.0,paid,12.0,card
418,420,166,2024-10-02,29.0,paid,1.0,ach
419,421,166,2024-11-15,29.0,paid,14.0,wire
420,422,166,2024-12-21,29.0,paid,20.0,ach
421,423,166,2025-01-17,29.0,paid,16.0,ach
422,424,166,,0.0,unpaid,,
423,425,166,,0.0,unpaid,,
424,426,166,,0.0,unpaid,,
425,427,166,2025-05-20,29.0,paid,19.0,card
426,428,166,2025-06-06,29.0,paid,5.0,card
427,429,166,2025-07-31,29.0,paid,30.0,ach
428,430,166,2025-08-07,29.0,paid,6.0,wire
429,431,166,,0.0,unpaid,,
430,432,166,2025-10-03,19.0,paid,2.0,ach
431,433,166,2025-11-24,29.0,paid,23.0,ach
432,434,166,2025-12-08,29.0,paid,7.0,ach
433,435,166,2026-01-14,29.0,paid,13.0,ach
434,436,166,2026-02-21,29.0,paid,20.0,ach
435,437,166,,0.0,unpaid,,
436,438,166,2026-04-06,29.0,paid,5.0,wire
437,439,166,2026-05-17,29.0,paid,16.0,card
438,440,166,2026-06-23,29.0,paid,22.0,card
439,441,183,2025-02-02,29.0,paid,1.0,card
440,442,183,2025-03-17,29.0,paid,16.0,card
441,443,183,2025-04-29,29.0,paid,28.0,card
442,444,183,2025-05-21,29.0,paid,20.0,card
443,445,183,2025-06-02,19.0,paid,1.0,card
444,446,183,2025-07-12,29.0,paid,11.0,wire
445,447,183,2025-08-23,29.0,paid,22.0,card
446,448,183,2025-09-04,29.0,paid,3.0,card
447,449,183,2025-10-02,29.0,paid,1.0,card
448,450,183,2025-11-28,29.0,paid,27.0,card
449,451,183,,0.0,unpaid,,
450,452,183,2026-01-12,29.0,paid,11.0,card
451,453,183,,0.0,unpaid,,
452,454,183,2026-03-10,29.0,paid,9.0,ach
453,455,183,2026-04-05,29.0,paid,4.0,card
454,456,183,2026-05-02,29.0,paid,1.0,card
455,457,183,2026-07-10,29.0,late_paid,39.0,ach
456,458,189,2025-08-06,29.0,paid,5.0,wire
457,459,189,2025-09-23,29.0,paid,22.0,wire
458,460,189,2025-10-14,29.0,paid,13.0,ach
459,461,189,2025-11-26,29.0,paid,25.0,card
460,462,189,2025-12-26,29.0,paid,25.0,card
461,463,189,2026-01-03,29.0,paid,2.0,ach
462,464,189,2026-02-23,29.0,paid,22.0,wire
463,465,189,2026-03-23,19.0,paid,22.0,ach
464,466,189,2026-04-24,29.0,paid,23.0,ach
465,467,189,2026-05-23,29.0,paid,22.0,card
466,468,189,2026-06-24,29.0,paid,23.0,wire
467,469,190,2024-01-19,199.0,paid,18.0,card
468,470,190,2024-02-24,199.0,paid,23.0,wire
469,471,190,2024-03-09,199.0,paid,8.0,card
470,472,190,2024-04-08,199.0,paid,7.0,card
471,473,190,2024-05-08,199.0,paid,7.0,card
472,474,190,2024-06-15,199.0,paid,14.0,card
473,475,190,2024-08-14,209.0,late_paid,44.0,card
474,476,190,2024-08-29,199.0,paid,28.0,card
475,477,190,2024-09-17,199.0,paid,16.0,ach
476,478,190,2024-10-06,199.0,paid,5.0,card
477,479,190,2024-11-02,199.0,paid,1.0,wire
478,480,190,2024-12-17,199.0,paid,16.0,card
479,481,190,2025-01-21,199.0,paid,20.0,card
480,483,190,2025-03-11,199.0,paid,10.0,card
481,484,190,2025-04-29,199.0,paid,28.0,ach
482,485,190,2025-05-03,199.0,paid,2.0,card
483,486,190,2025-06-29,199.0,paid,28.0,ach
484,487,190,2025-07-04,199.0,paid,3.0,card
485,488,190,,0.0,unpaid,,
486,489,190,2025-09-08,199.0,paid,7.0,card
487,490,190,2025-10-08,199.0,paid,7.0,card
488,491,190,2025-11-07,199.0,paid,6.0,card
489,492,190,2025-12-19,199.0,paid,18.0,card
490,493,190,2026-01-17,199.0,paid,16.0,card
491,494,190,2026-02-18,199.0,paid,17.0,ach
492,495,190,2026-03-21,199.0,paid,20.0,ach
493,496,190,2026-04-04,199.0,paid,3.0,card
494,497,190,2026-05-03,199.0,paid,2.0,card
495,498,190,2026-06-18,199.0,paid,17.0,card
496,499,202,2024-01-27,29.0,paid,26.0,ach
497,500,202,2024-02-20,29.0,paid,19.0,ach
498,501,202,2024-03-15,29.0,paid,14.0,card
499,502,202,2024-04-27,29.0,paid,26.0,card
500,503,202,2024-05-29,29.0,paid,28.0,wire
501,504,202,2024-06-20,29.0,paid,19.0,card
502,505,202,2024-07-05,29.0,paid,4.0,wire
503,506,202,2024-08-24,29.0,paid,23.0,wire
504,507,202,2024-09-14,29.0,paid,13.0,card
505,508,202,2024-10-14,29.0,paid,13.0,card
506,509,202,2024-11-28,29.0,paid,27.0,wire
507,510,202,2024-12-26,29.0,paid,25.0,card
508,511,202,2025-01-31,29.0,paid,30.0,card
509,512,202,2025-02-02,29.0,paid,1.0,card
510,513,202,2025-04-01,29.0,late_paid,31.0,ach
511,514,202,2025-05-13,29.0,late_paid,42.0,wire
512,515,202,2025-05-09,29.0,paid,8.0,card
513,516,202,,0.0,unpaid,,
514,518,202,2025-08-09,29.0,paid,8.0,wire
515,519,202,2025-09-08,29.0,paid,7.0,ach
516,520,202,2025-10-25,29.0,paid,24.0,card
517,521,202,2025-11-22,29.0,paid,21.0,card
518,522,202,2025-12-19,29.0,paid,18.0,card
519,523,202,,0.0,unpaid,,
520,524,202,2026-03-01,29.0,paid,28.0,ach
521,525,202,2026-03-30,29.0,paid,29.0,ach
522,526,202,2026-04-21,29.0,paid,20.0,ach
523,527,202,2026-05-21,29.0,paid,20.0,wire
524,528,202,2026-06-09,29.0,paid,8.0,card
525,529,209,2024-02-05,79.0,late_paid,35.0,card
526,530,209,2024-02-03,79.0,paid,2.0,card
527,531,209,2024-03-15,79.0,paid,14.0,card
528,532,209,2024-04-07,79.0,paid,6.0,card
529,533,209,2024-05-15,79.0,paid,14.0,card
530,534,209,2024-06-09,79.0,paid,8.0,card
531,535,209,2024-07-11,79.0,paid,10.0,card
532,536,209,2024-08-09,79.0,paid,8.0,ach
533,537,209,2024-09-06,79.0,paid,5.0,card
