customer_id,variant
1377,treatment
1378,control
1381,control
1382,control
1383,treatment
1385,control
1386,treatment
1387,control
1388,control
1391,control
1392,treatment
1393,control
1395,treatment
1396,control
1397,treatment
1398,control
1399,control
1400,treatment
1401,control
1402,control
1403,control
1405,control
1406,control
1407,treatment
1408,treatment
1410,control
1412,control
1414,control
1416,treatment
1417,treatment
1419,treatment
1420,treatment
1421,treatment
1422,treatment
1423,treatment
1424,control
1425,treatment
1428,control
1429,treatment
1430,control
1431,control
1434,treatment
1435,control
1436,treatment
1437,control
1438,treatment
1442,control
1443,treatment
1444,control
1447,control
1448,control
1449,control
1452,control
1455,treatment
1456,control
1457,control
1460,treatment
1462,control
1466,treatment
1467,control
1468,control
1470,treatment
1471,control
1472,control
1473,control
1474,control
1475,treatment
1476,treatment
1477,control
1479,control
1480,control
1481,control
1482,treatment
1483,control
1484,control
1485,treatment
1486,control
1487,control
1488,control
1489,treatment
1490,treatment
1491,control
1492,control
1493,treatment
1495,treatment
1496,treatment
1497,treatment
1498,control
1499,control
1500,treatment
1501,control
1502,treatment
1503,control
1507,treatment
1508,control
1509,control
1510,control
1511,treatment
1512,control
1513,treatment
1515,treatment
1518,treatment
1519,treatment
1520,treatment
1521,treatment
1522,treatment
1523,treatment
1524,control
1525,treatment
1526,control
1527,control
1528,control
1529,control
1530,treatment
1531,control
1532,control
1533,control
1534,treatment
1535,control
1536,control
1537,control
1540,control
1541,control
1542,treatment
1544,treatment
1545,treatment
1546,control
1547,control
1548,control
1549,treatment
1550,treatment
1553,treatment
1555,treatment
1557,treatment
1558,treatment
1559,treatment
1560,control
1561,control
1563,control
1564,treatment
1565,treatment
1566,treatment
1568,control
1569,treatment
1571,control
1572,treatment
1574,control
1576,control
1577,control
1578,treatment
1580,control
1581,treatment
1583,control
1584,control
1587,control
1588,treatment
1589,control
1590,treatment
1592,control
1593,control
1594,control
1595,treatment
1596,treatment
1597,control
1598,treatment
1599,control
1600,control
1601,control
1603,treatment
1604,control
1605,control
1606,control
1607,control
1609,treatment
1610,treatment
1611,control
1614,control
1615,control
1617,control
1621,control
1622,control
1623,control
1624,control
1625,treatment
1626,control
1628,control
1629,control
1630,treatment
1631,control
1632,treatment
1633,control
1634,treatment
1635,treatment
1636,treatment
1640,treatment
1641,control
1642,treatment
1644,treatment
1645,control
1646,treatment
1648,treatment
1650,treatment
1651,control
1652,treatment
1653,control
1654,treatment
1655,control
1656,treatment
1657,control
1658,control
1659,control
1660,control
1661,treatment
1662,control
1663,control
1664,control
1665,treatment
1667,control
1668,treatment
1669,control
1670,treatment
1672,treatment
1673,control
1674,treatment
1675,control
1676,control
1677,control
1679,control
1680,control
1681,control
1682,control
1686,treatment
1687,control
1689,control
1691,treatment
1692,treatment
1694,treatment
1695,control
1697,control
1698,treatment
1699,control
1700,control
1701,control
1702,treatment
1704,treatment
1708,treatment
1710,treatment
1711,treatment
1712,treatment
1713,treatment
1714,treatment
1715,control
1716,treatment
1717,control
1718,control
1719,control
1720,treatment
1721,control
1723,treatment
1724,treatment
1725,treatment
1726,control
1727,control
1729,control
1730,treatment
1731,control
1735,control
1736,treatment
1737,treatment
1738,treatment
1739,control
1741,control
1742,treatment
1745,treatment
1746,treatment
1747,control
1748,treatment
1750,control
1751,control
1752,control
1754,treatment
1755,treatment
1758,treatment
1760,treatment
1761,control
1764,control
1765,control
1766,treatment
1767,control
1770,control
1771,control
1772,control
1774,control
1775,control
1776,control
1777,control
1778,control
1779,treatment
1780,control
1781,treatment
1782,control
1784,treatment
1785,control
1786,treatment
1787,control
1788,treatment
1789,control
1790,treatment
1791,treatment
1792,treatment
1793,treatment
1796,control
1797,control
1801,treatment
1802,control
1805,control
1806,control
1807,control
1809,treatment
1810,control
1811,control
1812,control
1813,treatment
1815,control
1816,control
1817,control
1818,control
1819,treatment
1820,control
1821,control
1822,control
1824,control
1826,control
1827,treatment
1828,treatment
1831,control
1833,treatment
1834,control
1836,control
1837,control
1839,control
1840,treatment
1841,treatment
1844,treatment
1847,control
1849,control
1850,control
1851,treatment
1852,treatment
1853,treatment
1856,control
1857,control
1858,treatment
1859,control
1860,treatment
1861,control
1862,treatment
1864,treatment
1865,control
1869,control
1872,control
1873,control
1874,control
1875,control
1876,control
1877,control
1878,control
1879,treatment
1881,treatment
1882,control
1883,treatment
1885,control
1886,control
1889,control
1890,treatment
1891,treatment
1892,treatment
1897,treatment
1898,control
1899,treatment
1900,treatment
1902,control
1903,treatment
1906,control
1907,treatment
1908,treatment
1909,treatment
1912,control
1915,control
1917,control
1920,treatment
1921,control
1922,control
1923,control
1924,control
1926,control
1928,treatment
1929,treatment
1931,treatment
1932,control
1933,control
1934,control
1935,control
1936,treatment
1937,control
1938,treatment
1939,control
1940,treatment
1941,control
1942,control
1943,control
1944,treatment
1945,treatment
1946,control
1949,control
1950,control
1954,control
1955,control
1956,treatment
1958,control
1959,control
1960,control
1962,treatment
1965,control
1967,control
1968,treatment
1970,treatment
1971,control
1974,treatment
1976,control
1977,control
1978,control
1979,control
1981,treatment
1982,control
1983,control
1984,control
1985,control
1987,control
1988,control
1989,control
1990,control
1992,control
1993,control
1994,treatment
1995,control
1997,control
1998,treatment
1999,control
2001,control
2002,treatment
2005,treatment
2007,control
2008,treatment
2009,control
2011,treatment
2014,control
2015,control
2016,treatment
2019,control
2020,treatment
2021,control
2022,treatment
2023,control
2024,control
2026,control
2027,control
2028,treatment
2029,control
2030,treatment
2031,control
2033,treatment
2034,control
2035,control
2036,control
2037,treatment
2038,control
2039,treatment
2041,control
2042,control
2043,treatment
2045,treatment
2047,control
2048,treatment
2049,control
2050,control
2051,control
2052,control
2053,treatment
2054,control
2055,treatment
2056,treatment
2057,treatment
2058,treatment
2059,control
2060,control
2061,control
2062,treatment
2063,control
2064,control
2066,treatment
2067,control
2068,control
2071,treatment
2072,treatment
2073,control
2076,control
2078,treatment
2080,control
2081,control
2083,treatment
2084,control
2086,control
2089,treatment
2090,treatment
2091,treatment
2092,control
2093,control
2094,control
2095,treatment
2096,treatment
2098,treatment
2099,treatment
2100,control
2101,control
2103,treatment
2107,treatment
2108,treatment
2109,control
2111,treatment
2112,control
2113,control
2116,control
2118,treatment
2119,treatment
2123,treatment
2126,control
2129,treatment
2130,control
2131,control
2132,treatment
2133,treatment
2134,treatment
2135,control
2136,treatment
2138,control
2139,control
2140,control
2142,control
2144,treatment
2145,control
2146,control
2147,treatment
2148,control
2149,control
2152,treatment
2153,control
2155,control
2157,control
2159,treatment
2160,treatment
2161,control
2162,control
2163,treatment
2164,control
2166,treatment
2167,treatment
2168,control
2170,control
2173,control
2174,treatment
2177,control
2178,control
2179,control
2181,treatment
2183,control
2184,treatment
2186,control
2187,treatment
2188,control
2189,control
2191,treatment
2192,control
2194,control
2196,treatment
2198,control
2199,treatment
2200,treatment
2201,control
2203,treatment
2204,control
2205,control
2206,control
2207,control
2208,control
2209,treatment
2210,control
2211,control
2212,treatment
2213,control
2214,control
2215,treatment
2216,treatment
2217,treatment
2218,control
2219,treatment
2221,treatment
2222,treatment
2223,treatment
2224,control
2225,control
2228,control
2229,control
2230,control
2232,control
2233,control
2234,control
2235,control
2236,treatment
2237,treatment
2238,treatment
2240,control
2241,treatment
2242,control
2243,treatment
2244,treatment
2246,treatment
2247,treatment
2250,control
2252,treatment
2253,control
2255,treatment
2256,control
2257,control
2258,control
2259,control
2261,control
2264,control
2265,control
2266,control
2268,treatment
2272,control
2273,control
2274,treatment
2276,control
2277,treatment
2278,control
2279,treatment
2281,control
2283,treatment
2284,control
2286,treatment
2288,control
2289,treatment
2290,treatment
2291,control
2293,control
2294,control
2296,treatment
2297,control
2298,control
2299,treatment
2301,control
2303,treatment
2304,treatment
2305,control
2306,control
2307,control
2308,treatment
2309,control
2311,control
2312,control
2313,treatment
2316,control
2317,treatment
2320,control
2322,control
2323,control
2325,control
2328,treatment
2329,control
2330,treatment
2331,treatment
2332,treatment
2334,control
2335,control
2336,treatment
2340,treatment
2344,treatment
2345,treatment
2346,treatment
2347,treatment
2349,treatment
2350,control
2353,control
2354,treatment
2355,control
2357,control
2359,treatment
2361,control
2362,treatment
2365,control
2366,treatment
2367,treatment
2369,control
2370,control
2373,treatment
2376,control
2377,control
2378,control
2379,treatment
2381,treatment
2382,control
2383,control
2384,control
2386,treatment
2387,control
2388,control
2389,treatment
2390,treatment
2391,treatment
2392,treatment
2395,control
2396,treatment
2397,control
2398,treatment
2402,treatment
2403,control
2404,control
2405,treatment
2406,treatment
2407,control
2408,control
2409,control
2410,treatment
2411,treatment
2412,control
2413,control
2415,treatment
2416,treatment
2417,treatment
2419,treatment
2421,control
2423,control
2425,control
2426,control
2429,control
2431,treatment
2433,control
2436,control
2437,treatment
2438,control
2439,treatment
2442,treatment
2447,treatment
2449,control
2452,control
2453,control
2454,control
2457,treatment
2458,control
2459,control
2460,control
2461,treatment
2465,control
2466,treatment
2467,control
2468,control
2469,control
2474,control
2476,control
2477,control
2478,treatment
2479,control
2481,control
2482,treatment
2483,treatment
2485,control
2486,control
2488,treatment
2491,control
2494,treatment
2495,control
2496,control
2497,control
2498,treatment
2499,control
2500,control
2501,treatment
2502,control
2503,control
2506,treatment
2507,control
2508,control
2509,treatment
2511,control
2513,control
2516,treatment
2518,treatment
2519,control
2521,control
2522,control
2523,control
2525,control
2527,treatment
2528,treatment
2529,control
2531,treatment
2532,control
2534,control
2535,control
2536,treatment
2543,treatment
2544,control
2545,treatment
2546,control
2547,treatment
2549,control
2550,control
2551,control
2552,control
2553,treatment
2554,control
2555,treatment
2556,control
2558,control
2559,treatment
2560,control
2561,treatment
2563,treatment
2564,control
2565,treatment
2566,control
2567,control
2568,control
2570,treatment
2572,control
2573,treatment
2574,control
2575,treatment
2576,treatment
2578,control
2580,control
2583,treatment
2585,control
2586,control
2589,control
2590,control
2591,treatment
2592,treatment
2593,treatment
2595,control
2597,control
2598,treatment
2599,control
2600,treatment
2602,control
2604,treatment
2607,treatment
2609,control
2610,treatment
2611,control
2612,control
2615,control
2617,control
2618,treatment
2621,control
2622,control
2623,control
2624,control
2625,treatment
2626,treatment
2627,treatment
2628,control
2629,control
2630,treatment
2631,treatment
2633,control
2634,control
2636,treatment
2641,control
2642,treatment
2644,control
2645,control
2646,control
2647,control
2648,control
2649,treatment
2650,control
2651,control
2652,control
2653,control
2654,control
2655,treatment
2656,control
2657,treatment
2658,treatment
2661,treatment
2662,treatment
2664,control
2666,control
2668,control
2669,control
2670,control
2672,control
2673,control
2674,control
2675,control
2676,treatment
2677,control
2681,control
2682,treatment
2684,control
2685,control
2686,treatment
2687,treatment
2689,control
2690,control
2691,treatment
2693,control
2694,control
2695,treatment
2696,control
2698,treatment
2699,treatment
2701,treatment
2702,treatment
2703,treatment
2704,control
2705,treatment
2707,control
2708,control
2709,treatment
2710,control
2711,control
2712,control
2713,treatment
2714,treatment
2715,control
2716,control
2717,treatment
2718,treatment
2720,control
2721,treatment
2723,control
2725,control
2728,treatment
2731,treatment
2732,control
2733,treatment
2734,control
2735,control
2736,treatment
2737,treatment
2738,control
2739,treatment
2741,treatment
2742,control
2743,treatment
2744,treatment
2745,control
2746,treatment
2747,control
2748,control
2749,control
2751,control
2755,treatment
2757,control
2759,control
2760,control
2761,treatment
2762,control
2763,treatment
2764,control
2765,control
2766,treatment
2767,treatment
2769,control
2770,control
2771,treatment
2772,treatment
2774,control
2775,control
2778,control
2779,control
2780,control
2781,control
2783,control
2784,control
2787,treatment
2788,control
2789,treatment
2792,control
2794,control
2797,treatment
2800,control
2801,treatment
2803,control
2804,treatment
2806,control
2807,treatment
2809,control
2811,control
2813,treatment
2815,control
2817,treatment
2818,control
2819,treatment
2821,treatment
2822,treatment
2823,treatment
2825,control
2826,control
2827,treatment
2828,treatment
2829,control
2830,control
2832,control
2836,control
2838,control
2840,control
2841,control
2842,control
2847,control
2848,control
2849,treatment
2850,control
2851,treatment
2852,control
2854,control
2856,control
2857,control
2858,treatment
2860,treatment
2862,treatment
2863,control
2865,control
2866,control
2867,treatment
2868,control
2869,control
2870,treatment
2872,control
2873,control
2874,treatment
2875,control
2877,control
2878,control
2879,control
2880,treatment
2881,treatment
2882,control
2883,treatment
2885,treatment
2886,control
2887,control
2889,treatment
2891,treatment
2893,treatment
2895,treatment
2896,control
2898,control
2899,control
2903,control
2905,treatment
2907,control
2908,control
2910,control
2911,control
2912,treatment
2913,treatment
2916,treatment
2917,control
2918,control
2919,control
2920,control
2921,control
2923,control
2925,control
2926,control
2927,treatment
2928,control
2929,control
2932,control
2933,treatment
2934,treatment
2935,control
2936,control
2937,treatment
2939,control
2940,control
2941,treatment
2944,treatment
2945,control
2946,control
2948,treatment
2951,control
2952,control
2953,control
2954,treatment
2955,treatment
2956,control
2957,treatment
2958,control
2960,control
2961,control
2962,treatment
2964,control
2965,treatment
2966,control
2967,treatment
2968,treatment
2969,treatment
2970,control
2971,control
2972,control
2973,control
2976,treatment
2977,control
2979,treatment
2981,treatment
2982,control
2983,control
2985,control
2986,control
2988,control
2990,treatment
2991,treatment
2992,treatment
2994,control
2996,control
2997,control
3000,treatment
3001,control
3002,treatment
3003,control
3004,treatment
3005,control
3006,control
3007,control
3008,control
3009,treatment
3010,control
3011,control
3012,treatment
3014,treatment
3015,treatment
3016,treatment
3017,treatment
3018,control
3020,control
3021,control
3022,control
3023,control
3024,control
3025,control
3026,treatment
3027,control
3028,treatment
3029,control
3030,treatment
3033,treatment
3035,control
3036,control
3037,treatment
3039,control
3042,control
3043,control
3044,treatment
3048,control
3050,control
3051,treatment
3052,treatment
3053,treatment
3054,control
3056,treatment
3057,control
3058,control
3059,control
3060,treatment
3061,control
3064,control
3067,treatment
3068,treatment
3070,control
3071,treatment
3072,control
3074,control
3076,treatment
3078,treatment
3079,treatment
3081,control
3082,treatment
3083,control
3085,treatment
3086,control
3087,treatment
3088,treatment
3089,control
3091,control
3092,control
3093,control
3095,treatment
3097,control
3100,treatment
3101,control
3102,control
3104,control
3105,control
3108,control
3109,treatment
3110,control
3111,control
3113,treatment
3114,control
3115,control
3117,control
3118,control
3119,treatment
3120,control
3122,control
3123,control
3124,treatment
3125,treatment
3126,treatment
3127,treatment
3128,treatment
3130,control
3131,treatment
3132,control
3133,treatment
3134,control
3135,control
3137,control
3138,control
3140,control
3142,control
3143,control
3144,treatment
3145,treatment
3147,treatment
3148,control
3149,control
3150,treatment
3151,control
3153,control
3154,control
3155,control
3156,control
3158,control
3159,treatment
3161,treatment
3162,treatment
3163,control
3164,control
3165,treatment
3166,treatment
3167,control
3168,treatment
3169,treatment
3170,treatment
3172,control
3174,control
3176,treatment
3178,control
3179,control
3180,control
3181,control
3182,control
3185,control
3187,treatment
3188,treatment
3189,treatment
3190,control
3191,treatment
3193,control
3194,treatment
3198,control
3200,treatment
3201,control
3202,control
3203,treatment
3204,treatment
3206,treatment
3207,control
3208,treatment
3210,treatment
3211,control
3212,control
3213,control
3217,control
3219,control
3220,control
3221,control
3222,control
3223,treatment
3224,control
3227,treatment
3229,treatment
3230,treatment
3231,treatment
3232,control
3233,control
3234,treatment
3236,control
3237,control
3239,control
3240,treatment
3241,treatment
3242,treatment
3243,control
3244,control
3246,control
3247,control
3249,control
3250,control
3251,control
3252,control
3253,control
3254,control
3257,treatment
3259,control
3261,control
3262,treatment
3264,treatment
3266,control
3267,treatment
3268,control
3269,treatment
3270,control
3272,control
3275,control
3276,control
3277,treatment
3278,treatment
3279,control
3281,control
3282,control
3284,control
3285,control
3286,treatment
3287,control
3288,treatment
3290,treatment
3291,control
3292,control
3293,control
3294,treatment
3296,control
3298,treatment
3299,treatment
3300,control
3301,control
3302,control
3304,treatment
3306,treatment
3307,treatment
3308,control
3309,treatment
3314,control
3315,control
3317,treatment
3318,treatment
3319,treatment
3321,treatment
3322,control
3323,control
3324,control
3325,control
3326,treatment
3327,treatment
3328,control
3331,control
3332,control
3333,treatment
3334,treatment
3336,control
3337,treatment
3338,control
3339,control
3341,treatment
3342,treatment
3344,treatment
3345,control
3346,control
3347,control
3348,control
3349,treatment
3350,treatment
3351,treatment
3352,treatment
3353,control
3354,treatment
3355,treatment
3356,treatment
3357,treatment
3358,treatment
3360,treatment
3361,control
3362,control
3363,treatment
3364,control
3365,control
3366,control
3368,treatment
3369,control
3370,control
3372,control
3373,control
3375,control
3376,control
3377,control
3379,control
3380,control
3381,control
3382,control
3383,treatment
3384,control
3385,treatment
3386,control
3388,control
3390,control
3391,control
3393,control
3396,control
3398,treatment
3399,treatment
3400,control
3401,treatment
3404,treatment
3406,treatment
3408,control
3409,treatment
3410,control
3412,treatment
3413,control
3416,treatment
3418,control
3419,control
3421,control
3422,control
3423,control
3424,control
3425,control
3426,control
3427,treatment
3428,treatment
3430,treatment
3433,control
3436,control
3437,control
3438,treatment
3439,treatment
3440,control
3441,control
3442,control
3443,treatment
3444,treatment
3445,treatment
3447,treatment
3448,control
3449,treatment
3450,control
3451,control
3452,control
3453,treatment
3454,control
3456,control
3457,control
3458,control
3459,control
3460,treatment
3462,control
3463,control
3464,treatment
3465,control
3467,treatment
3469,control
3470,control
3471,treatment
3472,control
3473,treatment
3476,control
3477,control
3478,control
3479,treatment
3480,treatment
3481,control
3482,treatment
3483,control
3485,control
3486,control
3488,treatment
3491,control
3494,control
3496,control
3500,control
3501,control
3505,treatment
3506,control
3507,control
3508,treatment
3509,treatment
3511,treatment
3512,control
3513,control
3514,treatment
3515,control
3516,treatment
3517,treatment
3518,control
3519,treatment
3520,treatment
3521,treatment
3522,control
3523,treatment
3525,treatment
3526,control
3527,treatment
3529,treatment
3530,control
3531,treatment
3532,control
3534,control
3535,control
3536,treatment
3538,control
3539,control
3541,treatment
3542,control
3543,treatment
3544,treatment
3545,treatment
3546,treatment
3547,control
3548,treatment
3549,control
3550,treatment
3552,treatment
3553,control
3555,treatment
3556,control
3559,control
3561,control
3562,treatment
3563,control
3564,control
3565,control
3567,treatment
3568,control
3569,control
3570,treatment
3571,control
3572,treatment
3576,control
3577,treatment
3578,treatment
3580,control
3581,treatment
3583,treatment
3584,treatment
3585,control
3586,treatment
3588,control
3590,control
3592,treatment
3593,control
3596,control
3597,control
3598,treatment
3599,treatment
3600,control
3601,control
3604,control
3605,control
3606,treatment
3607,control
3608,treatment
3610,treatment
3612,control
3613,treatment
3614,control
3615,treatment
3616,control
3617,treatment
