invoice_id,subscription_id,customer_id,invoice_month,invoice_amount,billing_status
135,58,58,2025-06-01 00:00:00,29,billed
136,58,58,2025-07-01 00:00:00,29,billed
137,58,58,2025-08-01 00:00:00,29,billed
138,58,58,2025-09-01 00:00:00,29,billed
139,58,58,2025-10-01 00:00:00,29,billed
140,58,58,2025-11-01 00:00:00,29,billed
141,58,58,2025-12-01 00:00:00,29,billed
142,58,58,2026-01-01 00:00:00,29,billed
143,58,58,2026-02-01 00:00:00,29,billed
144,58,58,2026-03-01 00:00:00,29,billed
145,58,58,2026-04-01 00:00:00,29,billed
146,58,58,2026-05-01 00:00:00,29,billed
147,58,58,2026-06-01 00:00:00,29,billed
148,66,66,2024-05-01 00:00:00,199,billed
149,66,66,2024-06-01 00:00:00,199,billed
150,66,66,2024-07-01 00:00:00,199,billed
151,66,66,2024-08-01 00:00:00,199,billed
152,66,66,2024-09-01 00:00:00,199,billed
153,66,66,2024-10-01 00:00:00,199,billed
154,66,66,2024-11-01 00:00:00,199,billed
155,66,66,2024-12-01 00:00:00,199,billed
156,66,66,2025-01-01 00:00:00,199,billed
157,66,66,2025-02-01 00:00:00,199,billed
158,66,66,2025-03-01 00:00:00,199,billed
159,66,66,2025-04-01 00:00:00,199,billed
160,66,66,2025-05-01 00:00:00,189,billed
161,66,66,2025-06-01 00:00:00,199,billed
162,66,66,2025-07-01 00:00:00,199,billed
163,66,66,2025-08-01 00:00:00,199,billed
164,66,66,2025-09-01 00:00:00,199,billed
165,66,66,2025-10-01 00:00:00,199,billed
166,66,66,2025-11-01 00:00:00,199,billed
167,66,66,2025-12-01 00:00:00,199,billed
168,66,66,2026-01-01 00:00:00,189,billed
169,66,66,2026-02-01 00:00:00,199,billed
170,66,66,2026-03-01 00:00:00,199,billed
171,66,66,2026-04-01 00:00:00,199,billed
172,66,66,2026-05-01 00:00:00,199,billed
173,66,66,2026-06-01 00:00:00,199,billed
174,71,71,2024-04-01 00:00:00,79,billed
175,71,71,2024-05-01 00:00:00,79,billed
176,71,71,2024-06-01 00:00:00,79,billed
177,71,71,2024-07-01 00:00:00,79,billed
178,71,71,2024-08-01 00:00:00,79,billed
179,71,71,2024-09-01 00:00:00,79,billed
180,71,71,2024-10-01 00:00:00,79,billed
181,71,71,2024-11-01 00:00:00,79,billed
182,71,71,2024-12-01 00:00:00,79,billed
183,71,71,2025-01-01 00:00:00,79,billed
184,71,71,2025-02-01 00:00:00,79,billed
185,71,71,2025-03-01 00:00:00,89,billed
186,71,71,2025-04-01 00:00:00,79,billed
187,71,71,2025-05-01 00:00:00,79,billed
188,71,71,2025-06-01 00:00:00,79,billed
189,71,71,2025-07-01 00:00:00,79,billed
190,71,71,2025-08-01 00:00:00,79,billed
191,71,71,2025-09-01 00:00:00,79,billed
192,71,71,2025-10-01 00:00:00,79,billed
193,71,71,2025-11-01 00:00:00,79,billed
194,71,71,2025-12-01 00:00:00,79,billed
195,71,71,2026-01-01 00:00:00,79,billed
196,71,71,2026-02-01 00:00:00,79,billed
197,71,71,2026-03-01 00:00:00,79,billed
198,71,71,2026-04-01 00:00:00,79,billed
199,71,71,2026-05-01 00:00:00,79,billed
200,71,71,2026-06-01 00:00:00,79,billed
201,75,75,2026-01-01 00:00:00,29,billed
202,75,75,2026-02-01 00:00:00,29,billed
203,75,75,2026-03-01 00:00:00,29,billed
204,75,75,2026-04-01 00:00:00,29,billed
205,75,75,2026-05-01 00:00:00,29,billed
206,75,75,2026-06-01 00:00:00,29,billed
207,98,98,2024-01-01 00:00:00,29,billed
208,98,98,2024-02-01 00:00:00,29,billed
209,98,98,2024-03-01 00:00:00,29,billed
210,98,98,2024-04-01 00:00:00,29,billed
211,98,98,2024-05-01 00:00:00,29,billed
212,98,98,2024-06-01 00:00:00,29,billed
213,98,98,2024-07-01 00:00:00,29,billed
214,98,98,2024-08-01 00:00:00,29,billed
215,98,98,2024-09-01 00:00:00,29,billed
216,98,98,2024-10-01 00:00:00,29,billed
217,98,98,2024-11-01 00:00:00,29,billed
218,98,98,2024-12-01 00:00:00,29,billed
219,98,98,2025-01-01 00:00:00,39,billed
220,98,98,2025-02-01 00:00:00,29,billed
221,98,98,2025-03-01 00:00:00,29,billed
222,98,98,2025-04-01 00:00:00,29,billed
223,98,98,2025-05-01 00:00:00,29,billed
224,98,98,2025-06-01 00:00:00,29,billed
225,98,98,2025-07-01 00:00:00,29,billed
226,98,98,2025-08-01 00:00:00,29,billed
227,98,98,2025-09-01 00:00:00,29,billed
228,98,98,2025-10-01 00:00:00,29,billed
229,98,98,2025-11-01 00:00:00,29,billed
230,98,98,2025-12-01 00:00:00,29,billed
231,98,98,2026-01-01 00:00:00,29,billed
232,98,98,2026-02-01 00:00:00,29,billed
233,98,98,2026-03-01 00:00:00,29,billed
234,98,98,2026-04-01 00:00:00,29,billed
235,98,98,2026-05-01 00:00:00,29,billed
236,98,98,2026-06-01 00:00:00,29,billed
237,102,102,2026-01-01 00:00:00,29,billed
238,102,102,2026-02-01 00:00:00,29,billed
239,102,102,2026-03-01 00:00:00,29,billed
240,102,102,2026-04-01 00:00:00,29,billed
241,102,102,2026-05-01 00:00:00,29,billed
242,102,102,2026-06-01 00:00:00,29,billed
243,106,106,2024-05-01 00:00:00,79,billed
244,106,106,2024-06-01 00:00:00,79,billed
245,106,106,2024-07-01 00:00:00,79,billed
246,106,106,2024-08-01 00:00:00,79,billed
247,106,106,2024-09-01 00:00:00,79,billed
248,106,106,2024-10-01 00:00:00,79,billed
249,106,106,2024-11-01 00:00:00,79,billed
250,106,106,2024-12-01 00:00:00,79,billed
251,106,106,2025-01-01 00:00:00,79,billed
252,106,106,2025-02-01 00:00:00,79,billed
253,106,106,2025-03-01 00:00:00,79,billed
254,106,106,2025-04-01 00:00:00,79,billed
255,106,106,2025-05-01 00:00:00,79,billed
256,106,106,2025-06-01 00:00:00,79,billed
257,106,106,2025-07-01 00:00:00,79,billed
258,106,106,2025-08-01 00:00:00,79,billed
259,106,106,2025-09-01 00:00:00,79,billed
260,106,106,2025-10-01 00:00:00,79,billed
261,106,106,2025-11-01 00:00:00,79,billed
262,106,106,2025-12-01 00:00:00,79,billed
263,106,106,2026-01-01 00:00:00,79,billed
264,106,106,2026-02-01 00:00:00,79,billed
265,106,106,2026-03-01 00:00:00,79,billed
266,106,106,2026-04-01 00:00:00,79,billed
267,106,106,2026-05-01 00:00:00,79,billed
268,106,106,2026-06-01 00:00:00,79,billed
269,131,131,2024-05-01 00:00:00,29,billed
270,131,131,2024-06-01 00:00:00,29,billed
271,131,131,2024-07-01 00:00:00,29,billed
272,131,131,2024-08-01 00:00:00,29,billed
273,131,131,2024-09-01 00:00:00,29,billed
274,131,131,2024-10-01 00:00:00,29,billed
275,131,131,2024-11-01 00:00:00,29,billed
276,131,131,2024-12-01 00:00:00,29,billed
277,131,131,2025-01-01 00:00:00,29,billed
278,131,131,2025-02-01 00:00:00,29,billed
279,131,131,2025-03-01 00:00:00,29,billed
280,131,131,2025-04-01 00:00:00,29,billed
281,131,131,2025-05-01 00:00:00,29,billed
282,131,131,2025-06-01 00:00:00,29,billed
283,131,131,2025-07-01 00:00:00,29,billed
284,131,131,2025-08-01 00:00:00,29,billed
285,131,131,2025-09-01 00:00:00,29,billed
286,131,131,2025-10-01 00:00:00,29,billed
287,131,131,2025-11-01 00:00:00,29,billed
288,131,131,2025-12-01 00:00:00,29,billed
289,131,131,2026-01-01 00:00:00,29,billed
290,131,131,2026-02-01 00:00:00,29,billed
291,131,131,2026-03-01 00:00:00,29,billed
292,131,131,2026-04-01 00:00:00,29,billed
293,131,131,2026-05-01 00:00:00,29,billed
294,131,131,2026-06-01 00:00:00,19,billed
295,145,145,2024-11-01 00:00:00,29,billed
296,145,145,2024-12-01 00:00:00,29,billed
297,145,145,2025-01-01 00:00:00,29,billed
298,145,145,2025-02-01 00:00:00,29,billed
299,145,145,2025-03-01 00:00:00,29,billed
300,145,145,2025-04-01 00:00:00,29,billed
301,145,145,2025-05-01 00:00:00,39,billed
302,145,145,2025-06-01 00:00:00,29,billed
303,145,145,2025-07-01 00:00:00,29,billed
304,145,145,2025-08-01 00:00:00,39,billed
305,145,145,2025-09-01 00:00:00,29,billed
306,145,145,2025-10-01 00:00:00,29,billed
307,145,145,2025-11-01 00:00:00,29,billed
308,145,145,2025-12-01 00:00:00,29,billed
309,145,145,2026-01-01 00:00:00,29,billed
310,145,145,2026-02-01 00:00:00,29,billed
311,145,145,2026-03-01 00:00:00,29,billed
312,145,145,2026-04-01 00:00:00,29,billed
313,145,145,2026-05-01 00:00:00,29,billed
314,145,145,2026-06-01 00:00:00,19,billed
315,150,150,2024-12-01 00:00:00,29,billed
316,150,150,2025-01-01 00:00:00,29,billed
317,150,150,2025-02-01 00:00:00,29,billed
318,150,150,2025-03-01 00:00:00,29,billed
319,150,150,2025-04-01 00:00:00,29,billed
320,150,150,2025-05-01 00:00:00,29,billed
321,150,150,2025-06-01 00:00:00,29,billed
322,152,152,2024-01-01 00:00:00,29,billed
323,152,152,2024-02-01 00:00:00,29,billed
324,152,152,2024-03-01 00:00:00,29,billed
325,152,152,2024-04-01 00:00:00,29,billed
326,152,152,2024-05-01 00:00:00,29,billed
327,152,152,2024-06-01 00:00:00,29,billed
328,152,152,2024-07-01 00:00:00,19,billed
329,152,152,2024-08-01 00:00:00,29,billed
330,152,152,2024-09-01 00:00:00,29,billed
331,152,152,2024-10-01 00:00:00,29,billed
332,152,152,2024-11-01 00:00:00,29,billed
333,152,152,2024-12-01 00:00:00,29,billed
334,152,152,2025-01-01 00:00:00,29,billed
335,152,152,2025-02-01 00:00:00,29,billed
336,152,152,2025-03-01 00:00:00,29,billed
337,152,152,2025-04-01 00:00:00,29,billed
338,152,152,2025-05-01 00:00:00,29,billed
339,152,152,2025-06-01 00:00:00,29,billed
340,152,152,2025-07-01 00:00:00,29,billed
341,152,152,2025-08-01 00:00:00,29,billed
342,152,152,2025-09-01 00:00:00,29,billed
343,152,152,2025-10-01 00:00:00,29,billed
344,152,152,2025-11-01 00:00:00,29,billed
345,152,152,2025-12-01 00:00:00,29,billed
346,152,152,2026-01-01 00:00:00,29,billed
347,152,152,2026-02-01 00:00:00,29,billed
348,152,152,2026-03-01 00:00:00,19,billed
349,152,152,2026-04-01 00:00:00,29,billed
350,152,152,2026-05-01 00:00:00,29,billed
351,152,152,2026-06-01 00:00:00,29,billed
352,155,155,2024-01-01 00:00:00,199,billed
353,155,155,2024-02-01 00:00:00,199,billed
354,155,155,2024-03-01 00:00:00,199,billed
355,155,155,2024-04-01 00:00:00,199,billed
356,155,155,2024-05-01 00:00:00,199,billed
357,159,159,2024-04-01 00:00:00,79,billed
358,159,159,2024-05-01 00:00:00,79,billed
359,159,159,2024-06-01 00:00:00,79,billed
360,159,159,2024-07-01 00:00:00,79,billed
361,159,159,2024-08-01 00:00:00,79,billed
362,159,159,2024-09-01 00:00:00,79,billed
363,159,159,2024-10-01 00:00:00,79,billed
364,159,159,2024-11-01 00:00:00,79,billed
365,159,159,2024-12-01 00:00:00,79,billed
366,159,159,2025-01-01 00:00:00,79,billed
367,159,159,2025-02-01 00:00:00,89,billed
368,159,159,2025-03-01 00:00:00,79,billed
369,159,159,2025-04-01 00:00:00,79,billed
370,159,159,2025-05-01 00:00:00,79,billed
371,159,159,2025-06-01 00:00:00,79,billed
372,159,159,2025-07-01 00:00:00,79,billed
373,159,159,2025-08-01 00:00:00,79,billed
374,159,159,2025-09-01 00:00:00,79,billed
375,159,159,2025-10-01 00:00:00,79,billed
376,159,159,2025-11-01 00:00:00,79,billed
377,159,159,2025-12-01 00:00:00,79,billed
378,159,159,2026-01-01 00:00:00,79,billed
379,159,159,2026-02-01 00:00:00,79,billed
380,159,159,2026-03-01 00:00:00,79,billed
381,159,159,2026-04-01 00:00:00,79,billed
382,159,159,2026-05-01 00:00:00,79,billed
383,159,159,2026-06-01 00:00:00,79,billed
384,160,160,2026-03-01 00:00:00,29,billed
385,160,160,2026-04-01 00:00:00,29,billed
386,160,160,2026-05-01 00:00:00,39,billed
387,160,160,2026-06-01 00:00:00,29,billed
388,162,162,2024-08-01 00:00:00,79,billed
389,162,162,2024-09-01 00:00:00,79,billed
390,162,162,2024-10-01 00:00:00,79,billed
391,162,162,2024-11-01 00:00:00,79,billed
392,162,162,2024-12-01 00:00:00,79,billed
393,162,162,2025-01-01 00:00:00,79,billed
394,162,162,2025-02-01 00:00:00,79,billed
395,162,162,2025-03-01 00:00:00,79,billed
396,162,162,2025-04-01 00:00:00,79,billed
397,162,162,2025-05-01 00:00:00,79,billed
398,162,162,2025-06-01 00:00:00,79,billed
399,162,162,2025-07-01 00:00:00,79,billed
400,162,162,2025-08-01 00:00:00,79,billed
401,162,162,2025-09-01 00:00:00,79,billed
402,162,162,2025-10-01 00:00:00,79,billed
403,162,162,2025-11-01 00:00:00,79,billed
404,162,162,2025-12-01 00:00:00,79,billed
405,162,162,2026-01-01 00:00:00,79,billed
406,162,162,2026-02-01 00:00:00,79,billed
407,162,162,2026-03-01 00:00:00,79,billed
408,162,162,2026-04-01 00:00:00,79,billed
409,162,162,2026-05-01 00:00:00,79,billed
410,162,162,2026-06-01 00:00:00,79,billed
411,165,165,2025-12-01 00:00:00,29,billed
412,165,165,2026-01-01 00:00:00,29,billed
413,165,165,2026-02-01 00:00:00,29,billed
414,165,165,2026-03-01 00:00:00,29,billed
415,165,165,2026-04-01 00:00:00,29,billed
416,165,165,2026-05-01 00:00:00,29,billed
417,166,166,2024-07-01 00:00:00,29,billed
418,166,166,2024-08-01 00:00:00,29,billed
419,166,166,2024-09-01 00:00:00,29,billed
420,166,166,2024-10-01 00:00:00,29,billed
421,166,166,2024-11-01 00:00:00,29,billed
422,166,166,2024-12-01 00:00:00,29,billed
423,166,166,2025-01-01 00:00:00,29,billed
424,166,166,2025-02-01 00:00:00,29,billed
425,166,166,2025-03-01 00:00:00,19,billed
426,166,166,2025-04-01 00:00:00,29,billed
427,166,166,2025-05-01 00:00:00,29,billed
428,166,166,2025-06-01 00:00:00,29,billed
429,166,166,2025-07-01 00:00:00,29,billed
430,166,166,2025-08-01 00:00:00,29,billed
431,166,166,2025-09-01 00:00:00,29,billed
432,166,166,2025-10-01 00:00:00,19,billed
433,166,166,2025-11-01 00:00:00,29,billed
434,166,166,2025-12-01 00:00:00,29,billed
435,166,166,2026-01-01 00:00:00,29,billed
436,166,166,2026-02-01 00:00:00,29,billed
437,166,166,2026-03-01 00:00:00,29,billed
438,166,166,2026-04-01 00:00:00,29,billed
439,166,166,2026-05-01 00:00:00,29,billed
440,166,166,2026-06-01 00:00:00,29,billed
441,183,183,2025-02-01 00:00:00,29,billed
442,183,183,2025-03-01 00:00:00,29,billed
443,183,183,2025-04-01 00:00:00,29,billed
444,183,183,2025-05-01 00:00:00,29,billed
445,183,183,2025-06-01 00:00:00,19,billed
446,183,183,2025-07-01 00:00:00,29,billed
447,183,183,2025-08-01 00:00:00,29,billed
448,183,183,2025-09-01 00:00:00,29,billed
449,183,183,2025-10-01 00:00:00,29,billed
450,183,183,2025-11-01 00:00:00,29,billed
451,183,183,2025-12-01 00:00:00,29,billed
452,183,183,2026-01-01 00:00:00,29,billed
453,183,183,2026-02-01 00:00:00,29,billed
454,183,183,2026-03-01 00:00:00,29,billed
455,183,183,2026-04-01 00:00:00,29,billed
456,183,183,2026-05-01 00:00:00,29,billed
457,183,183,2026-06-01 00:00:00,29,billed
458,189,189,2025-08-01 00:00:00,29,billed
459,189,189,2025-09-01 00:00:00,29,billed
460,189,189,2025-10-01 00:00:00,29,billed
461,189,189,2025-11-01 00:00:00,29,billed
462,189,189,2025-12-01 00:00:00,29,billed
463,189,189,2026-01-01 00:00:00,29,billed
464,189,189,2026-02-01 00:00:00,29,billed
465,189,189,2026-03-01 00:00:00,19,billed
466,189,189,2026-04-01 00:00:00,29,billed
467,189,189,2026-05-01 00:00:00,29,billed
468,189,189,2026-06-01 00:00:00,29,billed
469,190,190,2024-01-01 00:00:00,199,billed
470,190,190,2024-02-01 00:00:00,199,billed
471,190,190,2024-03-01 00:00:00,199,billed
472,190,190,2024-04-01 00:00:00,199,billed
473,190,190,2024-05-01 00:00:00,199,billed
474,190,190,2024-06-01 00:00:00,199,billed
475,190,190,2024-07-01 00:00:00,209,billed
476,190,190,2024-08-01 00:00:00,199,billed
477,190,190,2024-09-01 00:00:00,199,billed
478,190,190,2024-10-01 00:00:00,199,billed
479,190,190,2024-11-01 00:00:00,199,billed
480,190,190,2024-12-01 00:00:00,199,billed
481,190,190,2025-01-01 00:00:00,199,billed
483,190,190,2025-03-01 00:00:00,199,billed
484,190,190,2025-04-01 00:00:00,199,billed
485,190,190,2025-05-01 00:00:00,199,billed
486,190,190,2025-06-01 00:00:00,199,billed
487,190,190,2025-07-01 00:00:00,199,billed
488,190,190,2025-08-01 00:00:00,199,billed
489,190,190,2025-09-01 00:00:00,199,billed
490,190,190,2025-10-01 00:00:00,199,billed
491,190,190,2025-11-01 00:00:00,199,billed
492,190,190,2025-12-01 00:00:00,199,billed
493,190,190,2026-01-01 00:00:00,199,billed
494,190,190,2026-02-01 00:00:00,199,billed
495,190,190,2026-03-01 00:00:00,199,billed
496,190,190,2026-04-01 00:00:00,199,billed
497,190,190,2026-05-01 00:00:00,199,billed
498,190,190,2026-06-01 00:00:00,199,billed
499,202,202,2024-01-01 00:00:00,29,billed
500,202,202,2024-02-01 00:00:00,29,billed
501,202,202,2024-03-01 00:00:00,29,billed
502,202,202,2024-04-01 00:00:00,29,billed
503,202,202,2024-05-01 00:00:00,29,billed
504,202,202,2024-06-01 00:00:00,29,billed
505,202,202,2024-07-01 00:00:00,29,billed
506,202,202,2024-08-01 00:00:00,29,billed
507,202,202,2024-09-01 00:00:00,29,billed
508,202,202,2024-10-01 00:00:00,29,billed
509,202,202,2024-11-01 00:00:00,29,billed
510,202,202,2024-12-01 00:00:00,29,billed
511,202,202,2025-01-01 00:00:00,29,billed
512,202,202,2025-02-01 00:00:00,29,billed
513,202,202,2025-03-01 00:00:00,29,billed
514,202,202,2025-04-01 00:00:00,29,billed
515,202,202,2025-05-01 00:00:00,29,billed
516,202,202,2025-06-01 00:00:00,29,billed
518,202,202,2025-08-01 00:00:00,29,billed
519,202,202,2025-09-01 00:00:00,29,billed
520,202,202,2025-10-01 00:00:00,29,billed
521,202,202,2025-11-01 00:00:00,29,billed
522,202,202,2025-12-01 00:00:00,29,billed
523,202,202,2026-01-01 00:00:00,29,billed
524,202,202,2026-02-01 00:00:00,29,billed
525,202,202,2026-03-01 00:00:00,29,billed
526,202,202,2026-04-01 00:00:00,29,billed
527,202,202,2026-05-01 00:00:00,29,billed
528,202,202,2026-06-01 00:00:00,29,billed
529,209,209,2024-01-01 00:00:00,79,billed
530,209,209,2024-02-01 00:00:00,79,billed
531,209,209,2024-03-01 00:00:00,79,billed
532,209,209,2024-04-01 00:00:00,79,billed
533,209,209,2024-05-01 00:00:00,79,billed
534,209,209,2024-06-01 00:00:00,79,billed
535,209,209,2024-07-01 00:00:00,79,billed
536,209,209,2024-08-01 00:00:00,79,billed
537,209,209,2024-09-01 00:00:00,79,billed
538,209,209,2024-10-01 00:00:00,79,billed
539,209,209,2024-11-01 00:00:00,79,billed
540,209,209,2024-12-01 00:00:00,79,billed
541,209,209,2025-01-01 00:00:00,79,billed
542,209,209,2025-02-01 00:00:00,79,billed
543,209,209,2025-03-01 00:00:00,79,billed
544,209,209,2025-04-01 00:00:00,79,billed
545,209,209,2025-05-01 00:00:00,69,billed
546,209,209,2025-06-01 00:00:00,79,billed
547,209,209,2025-07-01 00:00:00,79,billed
548,209,209,2025-08-01 00:00:00,79,billed
549,209,209,2025-09-01 00:00:00,79,billed
550,209,209,2025-10-01 00:00:00,79,billed
551,209,209,2025-11-01 00:00:00,79,billed
552,209,209,2025-12-01 00:00:00,79,billed
553,209,209,2026-01-01 00:00:00,79,billed
554,209,209,2026-02-01 00:00:00,79,billed
555,209,209,2026-03-01 00:00:00,79,billed
556,209,209,2026-04-01 00:00:00,79,billed
557,209,209,2026-05-01 00:00:00,79,billed
558,209,209,2026-06-01 00:00:00,79,billed
559,214,214,2024-01-01 00:00:00,29,billed
560,214,214,2024-02-01 00:00:00,29,billed
561,214,214,2024-03-01 00:00:00,19,billed
562,214,214,2024-04-01 00:00:00,29,billed
563,214,214,2024-05-01 00:00:00,29,billed
564,214,214,2024-06-01 00:00:00,29,billed
565,214,214,2024-07-01 00:00:00,29,billed
566,214,214,2024-08-01 00:00:00,29,billed
567,214,214,2024-09-01 00:00:00,29,billed
568,214,214,2024-10-01 00:00:00,29,billed
569,214,214,2024-11-01 00:00:00,29,billed
570,214,214,2024-12-01 00:00:00,29,billed
571,214,214,2025-01-01 00:00:00,29,billed
572,214,214,2025-02-01 00:00:00,29,billed
573,214,214,2025-03-01 00:00:00,29,billed
574,214,214,2025-04-01 00:00:00,29,billed
575,214,214,2025-05-01 00:00:00,29,billed
576,214,214,2025-06-01 00:00:00,29,billed
577,214,214,2025-07-01 00:00:00,29,billed
578,214,214,2025-08-01 00:00:00,29,billed
579,214,214,2025-09-01 00:00:00,29,billed
580,214,214,2025-10-01 00:00:00,29,billed
581,214,214,2025-11-01 00:00:00,29,billed
582,214,214,2025-12-01 00:00:00,29,billed
584,214,214,2026-02-01 00:00:00,29,billed
585,214,214,2026-03-01 00:00:00,29,billed
