customer_id,templates_used,workflows_created,days_active_during_trial,integrations_connected
136,4,4,3,1
137,1,0,2,0
138,4,1,3,3
139,4,3,10,2
140,3,1,10,0
141,1,1,12,0
142,2,1,12,2
143,5,2,12,2
144,1,0,12,0
145,3,1,1,2
146,7,2,1,0
147,4,1,1,2
148,2,0,10,1
149,5,2,9,1
150,4,4,8,1
151,2,1,1,1
152,2,2,13,1
153,2,1,7,1
154,4,2,10,1
155,3,1,4,1
156,8,2,13,0
157,0,2,8,1
158,3,3,3,2
159,2,3,9,0
160,0,3,13,3
161,2,2,5,1
162,1,3,2,5
163,3,1,7,3
164,2,1,9,3
165,2,1,8,0
166,6,1,9,2
167,4,2,2,0
168,2,2,13,1
169,0,2,10,2
170,3,1,12,0
171,2,4,8,1
172,2,2,8,0
173,4,2,13,1
174,2,2,5,0
175,7,3,10,2
176,2,3,13,1
177,4,2,9,1
178,4,1,13,0
179,7,0,11,0
180,5,3,10,1
181,2,3,4,0
182,3,2,2,1
183,2,3,5,1
184,2,2,8,0
185,2,3,3,1
186,2,0,12,2
187,2,1,10,3
188,1,4,2,2
189,5,2,10,0
190,5,4,2,1
191,4,2,4,0
192,4,1,11,3
193,4,0,11,2
194,2,1,4,0
195,1,0,11,0
196,3,0,3,0
197,1,0,4,2
198,3,1,12,1
199,4,3,9,2
200,0,3,10,3
201,2,1,13,2
202,4,2,11,1
203,2,3,1,1
204,1,3,6,0
205,0,3,10,0
206,3,1,4,2
207,0,3,13,1
208,3,2,12,1
209,3,3,8,0
210,3,1,8,0
211,2,0,5,2
212,4,0,2,2
213,1,2,6,3
214,5,0,13,3
215,1,2,10,1
216,2,0,9,0
217,4,0,7,0
218,1,3,6,1
219,2,2,2,2
220,5,0,11,0
221,1,2,11,2
222,2,2,10,1
223,1,2,6,0
224,2,3,13,2
225,0,0,2,1
226,3,2,5,2
227,4,1,3,0
228,1,3,2,0
229,2,3,9,2
230,4,0,5,0
231,1,3,4,0
232,2,1,11,1
233,3,0,10,1
234,1,5,1,4
235,3,3,1,1
236,2,1,6,0
237,1,3,10,3
238,0,3,3,0
239,2,4,2,1
240,4,1,11,2
241,1,2,11,3
242,2,1,9,0
243,3,5,8,1
244,2,3,5,0
245,4,1,10,1
246,4,4,8,0
247,4,1,12,2
248,1,3,9,1
249,5,4,5,0
250,8,1,10,3
251,2,1,7,1
252,5,3,10,0
253,6,5,9,0
254,2,3,4,0
255,1,5,12,1
256,4,2,6,1
257,4,0,11,1
258,2,3,3,2
259,0,1,4,1
260,2,0,11,0
261,2,2,2,3
262,5,3,4,0
263,4,2,8,0
264,2,2,2,0
265,3,2,10,1
266,6,3,4,0
267,3,5,5,2
268,0,0,7,0
269,1,2,6,1
270,6,0,9,2
271,1,2,10,0
272,4,1,10,1
273,0,3,10,0
274,1,0,7,2
275,7,1,7,0
276,6,1,1,3
277,5,1,2,1
278,4,5,8,1
279,4,1,8,3
280,2,1,2,1
281,1,0,5,3
282,3,2,8,0
283,2,1,5,0
284,4,1,6,3
285,1,1,5,1
286,7,3,2,1
287,0,3,6,2
288,3,3,9,1
289,1,0,2,1
290,4,5,11,1
291,3,1,6,0
292,4,1,10,1
293,0,2,6,3
294,2,1,8,1
295,3,1,5,0
296,4,1,11,0
297,5,0,10,2
298,5,2,1,0
299,4,0,13,0
300,5,1,13,2
301,2,1,13,0
302,6,3,7,2
303,4,2,2,3
304,5,2,10,0
305,2,1,11,1
306,4,3,9,2
307,3,4,8,2
308,3,2,9,2
309,4,3,7,1
310,5,2,13,0
311,3,2,8,2
312,1,6,7,1
313,1,0,13,1
314,4,2,6,0
315,4,4,5,0
316,3,2,6,0
317,2,3,11,2
318,6,2,3,0
319,2,1,13,0
320,3,2,11,0
321,3,6,4,1
322,2,0,1,1
323,1,3,8,1
324,4,1,11,0
325,1,2,4,2
326,1,0,7,1
327,3,2,2,1
328,2,1,7,1
329,3,2,8,0
330,5,2,11,2
331,4,3,13,0
332,3,3,3,0
333,2,5,5,0
334,4,0,9,2
335,3,3,9,0
336,3,2,3,1
337,5,2,7,0
338,3,3,13,1
339,1,1,8,0
340,3,1,6,1
341,2,2,13,2
342,3,2,6,0
343,4,3,6,1
344,5,0,10,1
345,1,2,10,2
346,3,2,2,0
347,2,2,9,0
348,3,6,3,0
349,2,3,3,1
350,8,1,12,1
351,2,1,5,0
352,2,2,3,1
353,3,1,3,1
354,3,1,2,2
355,3,1,9,0
356,2,1,8,1
357,2,2,3,0
358,2,0,4,2
359,3,2,9,3
360,2,2,7,1
361,5,0,11,1
362,5,2,11,0
363,4,2,6,0
364,0,2,1,0
365,4,3,8,0
366,4,5,3,2
367,3,2,12,2
368,1,1,8,1
369,6,1,2,1
370,4,2,4,0
371,2,0,4,1
372,4,2,10,1
373,2,0,6,0
374,1,2,1,0
375,5,3,12,0
376,6,1,8,3
377,1,0,2,1
378,4,2,5,2
379,3,1,12,1
380,1,5,4,0
381,3,1,10,1
382,3,2,10,2
383,1,3,11,3
384,3,1,11,1
385,4,3,4,2
386,5,3,9,1
387,7,1,5,1
388,3,1,2,0
389,1,1,13,0
390,3,1,9,4
391,5,2,5,0
392,5,1,8,1
393,3,0,1,2
394,2,2,6,1
395,3,1,13,0
396,2,3,10,0
397,4,2,10,1
398,1,3,1,2
399,4,4,6,0
400,6,1,11,0
401,3,2,7,0
402,2,1,8,2
403,5,2,13,0
404,1,0,3,2
405,4,1,7,1
406,2,2,13,2
407,2,2,8,1
408,1,2,13,4
409,3,2,6,0
410,5,2,9,0
411,3,5,10,0
412,2,4,8,1
413,4,2,12,0
414,1,3,13,0
415,2,0,9,0
416,2,2,7,2
417,2,2,9,0
418,3,3,4,1
419,4,2,6,2
420,4,0,9,1
421,5,2,12,2
422,2,2,7,1
423,2,4,7,0
424,3,1,13,1
425,4,1,9,2
426,4,3,13,0
427,3,1,7,2
428,1,5,12,3
429,2,1,6,1
430,1,2,10,0
431,4,2,5,0
432,2,2,10,0
433,4,2,10,3
434,1,1,12,1
435,1,1,8,1
436,2,1,3,1
437,4,4,11,1
438,6,1,2,0
439,3,1,11,1
440,6,2,3,1
441,4,1,13,0
442,1,0,1,0
443,4,4,5,0
444,3,2,12,1
445,1,1,13,4
446,4,3,13,0
447,2,3,6,0
448,2,6,9,2
449,1,4,12,3
450,5,4,11,1
451,4,3,5,3
452,6,3,3,0
453,2,1,13,0
454,2,0,7,2
455,1,3,7,2
456,5,5,9,0
457,1,1,7,1
458,1,2,4,1
459,4,1,7,1
460,1,2,4,0
461,2,1,2,1
462,2,2,5,0
463,4,4,6,0
464,3,1,10,0
465,5,4,5,2
466,3,2,8,2
467,2,0,6,1
468,1,2,6,3
469,1,0,11,0
470,0,2,7,2
471,2,3,7,1
472,4,1,6,1
473,3,2,13,0
474,1,3,3,1
475,4,5,2,1
476,2,0,3,0
477,5,2,4,0
478,3,6,4,1
479,4,2,5,1
480,3,1,8,2
481,1,2,12,1
482,2,1,13,0
483,4,2,12,1
484,1,1,8,1
485,1,3,12,3
486,5,2,5,0
487,3,5,10,0
488,2,1,3,1
489,1,2,5,0
490,4,1,9,3
491,2,2,9,3
492,6,2,10,3
493,0,1,11,2
494,1,0,1,0
495,1,4,3,4
496,4,3,12,2
497,3,0,2,1
498,2,4,11,2
499,2,0,7,0
500,3,5,12,0
501,2,1,8,1
502,3,1,11,1
503,4,2,11,3
504,2,2,13,1
505,3,0,10,1
506,2,2,7,0
507,1,4,6,1
508,1,3,4,1
509,2,3,11,0
510,0,1,5,0
511,1,3,2,0
512,2,2,13,4
513,5,4,6,1
514,2,2,11,0
515,3,2,3,3
516,2,1,7,1
517,4,4,5,2
518,2,1,5,0
519,2,0,5,0
520,3,1,13,0
521,6,1,13,0
522,0,1,7,1
523,3,4,11,1
524,1,2,8,1
525,4,1,8,0
526,5,0,5,1
527,2,2,2,1
528,6,1,7,3
529,2,3,9,0
530,5,1,9,1
531,4,1,3,0
532,4,3,4,0
533,5,2,4,2
534,2,2,8,0
535,6,1,7,1
536,2,1,11,1
537,3,1,5,0
538,4,3,6,1
539,4,2,8,3
540,4,5,11,0
541,1,2,12,2
542,2,3,2,4
543,0,6,11,5
544,2,1,10,0
545,2,0,11,3
546,6,7,10,2
547,1,2,13,1
548,4,5,2,2
549,2,4,7,0
550,3,3,10,0
551,5,1,11,0
552,1,2,7,0
553,2,0,2,1
554,4,4,5,0
555,4,1,10,0
556,5,3,8,4
557,0,2,7,0
558,1,3,7,1
559,3,3,1,0
560,2,3,3,5
561,5,2,4,1
562,0,1,8,1
563,3,0,5,0
564,2,1,3,1
565,3,2,12,2
566,5,2,8,2
567,1,2,13,2
568,7,2,5,1
569,3,2,13,2
570,2,2,3,2
571,4,0,3,0
572,5,3,8,1
573,3,1,13,1
574,4,1,9,1
575,4,1,2,2
576,3,1,5,2
577,2,1,8,1
578,5,2,3,0
579,1,5,2,0
580,1,3,12,1
581,2,2,12,1
582,1,2,13,0
583,3,0,1,1
584,2,3,2,2
585,5,1,12,0
586,6,0,7,1
587,0,4,13,0
588,3,1,13,1
589,3,6,2,0
590,1,3,3,1
591,0,3,10,3
592,2,2,10,1
593,1,1,5,1
594,2,3,8,1
595,0,2,8,1
596,4,3,12,1
597,3,3,9,0
598,3,2,3,0
599,2,2,6,0
600,3,4,8,1
601,2,2,1,0
602,0,4,7,2
603,1,3,1,3
604,5,2,12,1
605,5,3,7,1
606,2,3,8,1
607,5,1,13,2
608,5,2,4,0
609,1,2,12,1
610,3,0,9,2
611,2,2,5,2
612,0,1,6,2
613,2,3,2,1
614,2,3,13,1
615,0,5,1,0
616,4,2,1,2
617,4,2,1,2
618,4,2,1,2
619,3,4,9,2
620,3,2,5,0
621,0,3,10,1
622,6,3,4,1
623,4,1,13,2
624,1,0,8,1
625,5,1,5,0
626,4,2,1,1
627,2,2,10,1
628,1,2,3,2
629,5,1,6,2
630,2,6,7,1
631,4,1,13,3
632,2,0,6,0
633,4,2,11,2
634,0,1,12,1
635,4,1,4,3
636,2,0,6,1
637,1,2,4,4
638,2,2,2,1
639,3,0,5,3
640,2,1,2,0
641,1,3,8,0
642,4,3,3,4
643,2,3,7,0
644,1,3,10,2
645,1,2,8,1
646,7,2,6,0
647,4,1,2,1
648,3,1,7,1
649,1,3,3,4
650,5,2,9,2
651,4,1,11,0
652,1,0,12,3
653,1,3,4,2
654,2,0,2,0
655,3,2,9,0
656,2,1,3,1
657,2,1,5,0
658,5,3,5,1
659,4,1,12,1
660,5,1,9,0
661,3,3,1,1
662,2,7,9,2
663,2,0,1,2
664,3,5,10,0
665,3,1,8,0
666,2,2,2,0
667,2,4,8,3
668,3,1,4,0
669,5,2,5,0
670,1,1,8,0
671,0,3,12,2
672,3,1,6,0
673,3,1,10,1
674,4,3,4,0
675,2,3,6,2
676,5,0,3,0
677,2,1,9,2
678,5,3,4,0
679,3,4,2,0
680,3,3,8,1
681,2,3,8,3
682,5,1,12,1
683,1,2,10,3
684,2,2,8,0
685,1,2,10,0
686,3,1,11,0
687,4,4,3,1
688,3,2,12,2
689,3,2,1,0
690,5,2,11,0
691,1,2,10,3
692,3,2,5,1
693,1,2,7,1
694,4,0,9,0
695,2,6,2,2
696,2,1,1,2
697,6,0,2,2
698,4,0,4,1
699,4,2,10,0
700,4,1,8,3
701,0,0,13,1
702,2,1,5,2
703,1,1,10,4
704,1,3,6,0
705,2,2,12,0
706,4,1,7,2
707,2,4,1,0
708,2,3,11,0
709,4,1,12,2
710,2,5,10,2
711,1,4,3,3
712,2,1,8,0
713,1,2,6,3
714,4,2,10,0
715,5,3,13,2
716,5,2,2,2
717,0,5,13,0
718,3,5,13,1
719,3,2,9,0
720,2,0,6,2
721,1,4,5,3
722,3,3,10,2
723,1,5,11,2
724,5,0,6,2
725,1,4,1,2
726,2,1,8,0
727,2,2,2,3
728,1,1,3,0
729,7,2,10,1
730,5,1,7,1
731,3,2,1,0
732,5,3,11,1
733,0,2,5,1
734,4,0,1,3
735,4,2,9,1
736,4,8,3,0
737,3,4,7,1
738,2,1,3,1
739,0,3,5,2
740,5,1,2,1
741,4,1,7,1
742,3,4,1,1
743,4,3,10,6
744,2,4,11,1
745,4,1,2,2
746,4,4,4,1
747,2,2,11,1
748,2,1,1,1
749,5,1,2,0
750,2,2,3,1
751,3,1,6,1
752,1,4,13,3
753,4,2,3,0
754,4,2,4,1
755,3,1,11,1
756,2,2,11,0
757,1,3,10,1
758,4,0,12,0
759,4,1,12,1
760,2,1,4,1
761,3,2,1,2
762,1,3,13,1
763,3,2,9,1
764,2,0,11,0
765,2,0,1,1
766,5,0,7,1
767,3,2,3,0
768,3,2,10,0
769,2,3,12,2
770,6,1,8,1
771,4,2,6,1
772,2,5,2,2
773,4,3,13,0
774,1,6,4,0
775,0,7,7,1
776,3,2,4,1
777,2,2,2,2
778,2,0,11,1
779,3,4,13,1
780,3,5,5,1
781,2,5,11,0
782,5,1,8,1
783,1,3,4,0
784,1,2,6,0
785,6,2,9,3
786,3,2,5,1
787,2,1,6,0
788,5,2,3,0
789,2,3,6,0
790,1,3,2,2
791,4,2,4,1
792,2,4,2,1
793,3,2,9,0
794,2,2,13,0
795,2,3,5,0
796,3,5,2,1
797,4,1,6,2
798,5,3,11,1
799,4,2,6,0
800,2,1,8,2
801,2,2,7,1
802,6,1,8,1
803,3,2,7,0
804,4,2,13,0
805,3,1,11,2
806,4,4,3,1
807,3,3,1,1
808,6,4,5,3
809,2,2,5,1
810,4,4,11,1
811,3,3,3,0
812,4,3,2,1
813,0,1,5,0
814,1,1,9,0
815,5,3,3,0
816,3,3,11,1
817,0,2,3,0
818,4,2,2,0
819,6,2,13,1
820,2,2,6,2
821,3,3,3,1
822,3,3,4,1
823,2,2,5,1
824,3,4,4,2
825,3,2,12,2
826,6,2,13,0
827,4,1,11,2
828,2,4,4,0
829,2,0,10,1
830,2,3,5,1
831,1,1,5,0
832,0,1,1,0
833,4,2,9,0
834,3,0,4,1
835,2,1,11,0
836,4,2,1,4
837,3,1,4,0
838,5,1,3,1
839,1,2,9,0
840,6,0,12,0
841,3,1,10,1
842,1,0,2,0
843,4,6,2,0
844,4,2,13,2
845,1,3,7,2
846,4,2,5,1
847,5,3,6,0
848,2,3,9,3
849,3,0,10,1
850,2,2,7,0
851,2,2,3,2
852,2,2,12,0
853,4,2,8,4
854,1,3,5,0
855,2,0,13,0
856,3,4,3,2
857,3,0,5,0
858,5,2,9,1
859,4,1,1,2
860,3,0,11,0
861,2,3,8,1
862,1,3,12,0
863,3,2,9,0
864,2,3,13,2
865,2,1,3,0
866,2,1,6,1
867,0,4,8,3
868,6,3,5,0
869,4,1,7,1
870,1,2,5,1
871,2,4,11,1
872,0,1,10,0
873,4,0,5,2
874,3,3,7,1
875,3,3,8,0
876,3,2,2,1
877,6,3,2,2
878,4,2,3,0
879,4,3,3,0
880,8,0,13,1
881,3,1,12,3
882,2,3,7,1
883,7,1,3,0
884,4,1,4,1
885,2,3,10,4
886,3,4,11,1
887,3,0,10,0
888,5,4,9,1
889,3,0,1,2
890,1,2,9,2
891,4,1,8,0
892,3,0,10,0
893,3,2,6,1
894,0,3,9,0
895,1,1,4,0
896,4,2,3,2
897,4,2,4,1
898,3,5,9,0
899,3,4,11,1
900,2,1,4,1
901,1,1,11,1
902,4,1,7,1
903,3,1,2,0
904,5,2,5,2
905,2,3,5,1
906,2,2,10,0
907,0,3,4,2
908,2,6,7,4
909,3,1,10,1
910,3,2,3,1
911,3,3,10,1
912,4,2,4,1
913,7,2,11,1
914,2,3,4,1
915,2,3,5,1
916,4,3,2,2
917,6,2,6,0
918,5,0,3,0
919,0,4,13,1
920,5,3,1,1
921,4,0,8,1
922,1,0,7,0
923,0,2,3,1
924,1,2,5,3
925,0,2,4,2
926,3,1,11,3
927,3,1,12,1
928,3,3,5,0
929,4,2,12,0
930,2,4,11,1
931,3,0,1,0
932,4,0,9,1
933,4,1,9,0
934,1,1,10,1
935,2,4,3,1
936,2,1,3,0
937,2,2,13,1
938,5,2,7,0
939,2,3,8,1
940,6,0,2,0
941,5,5,3,1
942,1,2,7,1
943,5,2,1,1
944,4,2,2,1
945,6,1,11,0
946,1,1,8,0
947,1,3,7,1
948,4,2,6,0
949,2,1,2,1
950,3,2,10,1
951,3,4,2,0
952,2,6,11,1
953,3,5,4,0
954,1,7,3,1
955,3,1,10,1
956,2,0,12,0
957,3,2,3,0
958,2,1,2,1
959,2,1,11,1
960,2,5,7,1
961,1,4,13,0
962,1,3,2,1
963,3,2,2,2
964,8,3,5,0
965,5,2,10,0
966,4,1,7,0
967,4,3,3,3
968,3,6,5,0
969,6,1,7,1
970,6,1,7,1
971,2,0,3,0
972,5,4,10,1
973,2,2,6,2
974,2,2,9,1
975,3,3,13,1
976,2,1,4,0
977,1,1,4,0
978,2,2,11,1
979,5,2,9,1
980,1,1,9,1
981,3,2,6,3
982,3,0,3,3
983,2,4,5,1
984,2,2,5,1
985,1,0,4,1
986,0,2,2,1
987,6,3,2,1
988,4,1,4,1
989,3,1,13,1
990,2,1,4,1
991,4,2,5,1
992,2,6,3,1
993,4,1,9,2
994,5,2,5,0
995,5,4,3,1
996,6,1,12,1
997,3,1,8,1
998,0,1,6,0
999,2,2,5,0
1000,5,1,10,0
1001,0,0,10,1
1002,3,2,12,0
1003,3,1,11,0
1004,0,2,2,0
1005,2,1,2,3
1006,1,2,1,0
1007,1,2,13,1
1008,4,0,7,1
1009,6,2,11,1
1010,7,2,5,2
1011,4,1,13,1
1012,3,1,10,2
1013,3,4,2,1
1014,3,4,6,2
1015,2,3,2,1
1016,2,4,12,0
1017,1,1,1,1
1018,3,2,1,1
1019,3,3,12,0
1020,3,1,4,0
1021,3,3,12,2
1022,3,1,10,1
1023,1,4,11,0
1024,1,1,8,1
1025,2,1,7,0
1026,4,0,8,1
1027,4,4,9,0
1028,1,1,4,2
1029,6,0,8,1
1030,3,2,12,0
1031,4,1,13,2
1032,4,2,7,0
1033,1,3,9,1
1034,2,2,7,1
1035,1,0,13,0
1036,4,3,7,1
1037,1,1,7,0
1038,6,0,12,0
1039,2,1,9,0
1040,2,0,3,1
1041,3,5,11,1
1042,2,1,2,0
1043,6,4,4,2
1044,6,4,4,1
1045,2,3,12,0
1046,1,3,7,0
1047,2,3,11,1
1048,6,3,5,1
1049,3,4,9,0
1050,2,5,10,1
1051,5,3,1,5
1052,4,2,4,0
1053,5,3,5,1
1054,4,1,1,2
1055,2,0,6,3
1056,2,2,12,1
1057,0,2,12,2
1058,3,2,10,0
1059,1,4,7,1
1060,4,3,10,1
1061,3,2,8,1
1062,5,1,12,0
1063,6,1,4,1
1064,3,4,9,0
1065,1,3,13,1
1066,3,1,1,1
1067,2,1,3,1
1068,2,2,9,2
1069,1,3,6,1
1070,4,0,13,1
1071,4,3,2,1
1072,2,2,13,2
1073,0,2,4,3
1074,9,3,1,2
1075,2,0,4,1
1076,2,1,9,2
1077,3,3,13,2
1078,4,1,10,0
1079,4,2,2,0
1080,3,2,3,3
1081,1,2,13,0
1082,4,2,3,2
1083,3,2,8,1
1084,2,4,11,0
1085,4,1,8,1
1086,0,1,10,1
1087,2,2,3,2
1088,5,2,9,2
1089,6,0,13,0
1090,6,0,6,1
1091,4,2,11,0
1092,4,3,3,1
1093,5,1,2,0
1094,1,3,7,1
1095,3,1,7,2
1096,2,4,6,1
1097,3,3,6,2
1098,1,1,8,1
1099,3,4,11,0
1100,2,5,9,1
1101,3,5,13,2
1102,0,2,2,1
1103,3,2,5,0
1104,4,1,8,2
1105,3,3,4,1
1106,4,2,9,1
1107,1,1,9,1
1108,3,0,7,1
1109,2,2,12,2
1110,3,4,4,2
1111,5,1,9,0
1112,4,1,9,0
1113,3,3,12,1
1114,2,3,5,1
1115,5,2,10,1
1116,1,5,5,1
1117,1,2,4,2
1118,1,0,2,1
1119,2,2,4,1
1120,1,3,6,3
1121,1,1,6,1
1122,0,3,8,0
1123,4,2,9,0
1124,3,0,1,0
1125,2,3,3,1
1126,1,1,6,4
1127,4,6,9,1
1128,2,2,8,1
1129,2,2,7,0
1130,3,1,3,2
1131,0,2,12,2
1132,2,0,6,0
1133,3,1,3,2
1134,1,1,4,0
1135,0,1,11,0
1136,4,0,12,2
1137,4,3,3,0
1138,6,1,1,2
1139,2,6,6,0
1140,7,2,3,0
1141,6,2,1,0
1142,2,4,11,0
1143,8,1,12,1
1144,5,3,3,1
1145,1,2,3,1
1146,4,3,7,1
1147,3,5,2,0
1148,5,2,3,1
1149,4,1,3,0
1150,3,4,3,0
1151,2,0,1,1
1152,2,1,13,0
1153,6,3,4,2
1154,3,1,10,3
1155,7,3,7,1
1156,7,0,6,4
1157,3,1,6,2
1158,9,5,11,3
1159,2,1,7,2
1160,6,3,2,0
1161,0,2,10,1
1162,7,2,1,2
1163,6,1,6,0
1164,5,0,10,2
1165,6,2,6,2
1166,3,3,10,0
1167,2,2,10,3
1168,1,1,13,2
1169,1,1,13,1
1170,6,3,6,0
1171,1,2,8,3
1172,2,1,11,0
1173,6,1,4,0
1174,9,2,1,0
1175,3,3,10,0
1176,7,1,12,0
1177,1,4,5,0
1178,3,0,12,0
1179,3,2,4,1
1180,3,2,2,1
1181,1,1,5,3
1182,2,0,10,1
1183,2,2,1,0
1184,2,3,3,0
1185,3,1,10,2
1186,3,3,8,1
1187,1,2,3,1
1188,3,2,13,1
1189,1,2,6,1
1190,5,1,2,0
1191,6,1,12,1
1192,3,2,9,0
1193,0,3,2,2
1194,5,4,6,0
1195,6,1,1,0
1196,6,0,10,3
1197,4,2,1,0
1198,3,2,12,1
1199,3,1,11,0
1200,0,2,13,0
1201,3,2,2,0
1202,5,3,2,1
1203,0,3,3,0
1204,6,2,1,1
1205,5,2,12,2
1206,2,2,13,1
1207,4,0,4,2
1208,2,3,4,1
1209,3,1,9,0
1210,2,3,10,0
1211,3,1,6,1
1212,2,3,4,0
1213,1,1,5,0
1214,3,4,7,0
1215,3,5,13,2
1216,4,2,4,2
1217,3,0,10,4
1218,2,0,12,1
1219,2,1,7,0
1220,3,2,12,1
1221,5,0,12,1
1222,2,2,5,0
1223,4,2,1,2
1224,2,2,13,2
1225,3,2,3,0
1226,3,1,7,1
1227,2,2,5,0
1228,3,2,13,3
1229,0,4,1,0
1230,2,1,4,1
1231,5,3,1,2
1232,1,3,3,1
1233,2,2,4,1
1234,1,2,7,0
1235,3,2,11,3
1236,4,2,9,0
1237,1,2,12,2
1238,2,0,13,2
1239,2,3,12,1
1240,3,3,1,1
1241,3,2,9,0
1242,1,2,3,2
1243,4,2,4,2
1244,4,4,7,0
1245,4,2,4,0
1246,4,1,2,0
1247,6,1,10,1
1248,1,2,2,2
1249,3,4,6,3
1250,1,0,6,1
1251,2,1,3,2
1252,2,0,7,1
1253,4,1,3,0
1254,4,1,9,1
1255,3,0,3,2
1256,2,3,10,2
1257,7,4,7,0
1258,1,3,6,0
1259,3,1,3,3
1260,4,3,7,1
1261,3,4,2,1
1262,2,0,6,0
1263,2,2,10,0
1264,4,1,12,0
1265,2,1,1,0
1266,6,3,11,1
1267,2,2,12,1
1268,1,1,1,0
1269,3,6,11,0
1270,1,1,6,0
1271,2,2,13,1
1272,5,1,5,1
1273,1,5,9,1
1274,3,2,4,1
1275,4,1,4,0
1276,1,4,9,1
1277,9,0,6,1
1278,3,0,4,2
1279,3,3,2,0
1280,4,1,3,2
1281,4,5,5,2
1282,4,4,12,2
1283,3,0,5,0
1284,2,1,4,0
1285,6,0,6,2
1286,2,0,1,1
1287,1,2,2,2
1288,0,3,10,0
1289,2,2,6,0
1290,4,1,12,1
1291,4,2,11,1
1292,4,4,6,1
1293,2,0,10,0
1294,5,0,6,0
1295,3,0,2,1
1296,2,4,12,0
1297,4,6,9,1
1298,6,2,4,2
1299,2,3,2,0
1300,2,5,13,2
1301,0,2,10,3
1302,2,3,3,0
1303,3,0,7,1
1304,3,1,8,0
1305,2,1,7,1
1306,6,3,4,0
1307,4,4,4,2
1308,1,2,7,1
1309,1,2,10,1
1310,3,2,8,0
1311,4,3,12,0
1312,7,8,13,1
1313,1,1,11,1
1314,5,2,7,2
1315,2,1,6,3
1316,6,2,10,0
1317,2,1,10,1
1318,2,1,13,0
1319,4,1,4,0
1320,4,2,4,1
1321,4,2,4,1
1322,1,3,12,2
1323,4,3,9,0
1324,6,0,2,2
1325,3,1,4,1
1326,3,1,2,0
1327,3,5,9,1
1328,0,2,11,1
1329,4,3,12,0
1330,1,3,9,3
1331,4,1,11,1
1332,3,1,3,0
1333,3,2,7,2
1334,2,4,8,0
1335,1,1,2,0
1336,2,1,1,0
1337,4,2,9,1
1338,0,4,8,2
1339,3,0,3,1
1340,3,2,10,0
1341,2,1,6,3
1342,4,1,13,2
1343,3,2,4,0
1344,3,2,4,3
1345,3,1,11,0
1346,3,5,11,0
1347,0,0,11,2
1348,2,3,12,0
1349,6,0,8,3
1350,1,0,4,0
1351,1,3,13,2
1352,3,2,3,2
1353,1,3,4,0
1354,3,3,7,2
1355,0,0,7,1
1356,6,1,12,2
1357,2,3,1,1
