customer_id,variant
202,treatment
203,control
204,treatment
205,control
206,treatment
207,control
208,treatment
209,control
210,control
211,control
212,treatment
213,control
214,control
215,control
216,treatment
217,control
218,control
219,control
220,treatment
221,treatment
222,control
223,treatment
224,control
225,control
226,treatment
227,control
228,control
229,treatment
230,control
231,control
232,treatment
233,control
234,control
235,control
236,control
237,control
238,control
239,treatment
240,treatment
241,control
242,treatment
243,control
244,treatment
245,treatment
246,treatment
247,control
248,control
249,control
250,treatment
251,control
252,control
253,control
254,control
255,treatment
256,treatment
257,control
258,control
259,control
260,control
261,treatment
262,treatment
263,treatment
264,control
265,treatment
266,control
267,treatment
268,control
269,treatment
270,control
271,treatment
272,treatment
273,treatment
274,treatment
275,control
276,control
277,treatment
278,control
279,control
280,control
281,treatment
282,treatment
283,treatment
284,control
285,control
286,control
287,control
288,control
289,treatment
290,treatment
291,treatment
292,control
293,control
294,treatment
295,control
296,treatment
297,treatment
298,control
299,treatment
300,treatment
301,control
302,treatment
303,treatment
304,treatment
305,treatment
306,treatment
307,treatment
308,control
309,treatment
310,control
311,control
312,treatment
313,treatment
314,control
315,control
316,control
317,control
318,control
319,control
320,treatment
321,control
322,control
323,treatment
324,treatment
325,control
326,control
327,treatment
328,control
329,treatment
330,control
331,control
332,treatment
333,treatment
334,control
335,treatment
336,treatment
337,control
338,control
339,treatment
340,treatment
341,treatment
342,treatment
343,control
344,control
345,control
346,treatment
347,control
348,treatment
349,control
350,control
351,control
352,control
353,treatment
354,treatment
355,control
356,control
357,control
358,treatment
359,treatment
360,control
361,control
362,treatment
363,treatment
364,treatment
365,control
366,treatment
367,control
368,control
369,control
370,treatment
371,treatment
372,control
373,treatment
374,treatment
375,control
376,treatment
377,control
378,control
379,treatment
380,treatment
381,control
382,treatment
383,treatment
384,treatment
385,control
386,treatment
387,control
388,control
389,control
390,control
391,control
392,control
393,control
394,control
395,control
396,treatment
397,control
398,control
399,control
400,treatment
401,treatment
402,control
403,treatment
404,treatment
405,control
406,treatment
407,treatment
408,treatment
409,treatment
410,control
411,treatment
412,control
413,treatment
414,control
415,control
416,treatment
417,control
418,treatment
419,control
420,treatment
421,control
422,treatment
423,treatment
424,treatment
425,control
426,control
427,control
428,treatment
429,treatment
430,treatment
431,control
432,control
433,treatment
434,control
435,control
436,control
437,treatment
438,treatment
439,control
440,control
441,control
442,control
443,treatment
444,control
445,control
446,treatment
447,treatment
448,control
449,control
450,control
451,control
452,treatment
453,treatment
454,control
455,control
456,control
457,control
458,treatment
459,control
460,treatment
461,control
462,treatment
463,treatment
464,control
465,control
466,treatment
467,control
468,treatment
469,control
470,treatment
471,treatment
472,control
473,control
474,control
475,treatment
476,treatment
477,treatment
478,control
479,treatment
480,control
481,control
482,control
483,control
484,treatment
485,treatment
486,control
487,control
488,control
489,treatment
490,treatment
491,treatment
492,treatment
493,control
494,treatment
495,treatment
496,treatment
497,control
498,control
499,treatment
500,treatment
501,treatment
502,treatment
503,treatment
504,treatment
505,treatment
506,treatment
507,treatment
508,treatment
509,treatment
510,treatment
511,treatment
512,control
513,treatment
514,control
515,control
516,control
517,treatment
518,treatment
519,control
520,control
521,treatment
522,treatment
523,treatment
524,treatment
525,control
526,control
527,treatment
528,treatment
529,control
530,control
531,treatment
532,control
533,control
534,control
535,control
536,treatment
537,treatment
538,control
539,control
540,control
541,treatment
542,treatment
543,control
544,treatment
545,treatment
546,control
547,treatment
548,control
549,control
550,treatment
551,treatment
552,treatment
553,treatment
554,control
555,treatment
556,control
557,treatment
558,control
559,treatment
560,control
561,treatment
562,control
563,control
564,treatment
565,control
566,treatment
567,treatment
568,control
569,control
570,treatment
571,treatment
572,treatment
573,treatment
574,control
575,control
576,control
577,control
578,control
579,treatment
580,treatment
581,control
582,treatment
583,control
584,control
585,control
586,treatment
587,treatment
588,control
589,treatment
590,control
591,control
592,control
593,control
594,control
595,treatment
596,control
597,control
598,treatment
599,control
600,treatment
601,treatment
602,control
603,control
604,control
605,treatment
606,control
607,control
608,treatment
609,treatment
610,treatment
611,treatment
612,control
613,control
614,treatment
615,control
616,treatment
617,control
618,treatment
619,treatment
620,control
621,treatment
622,control
623,control
624,treatment
625,treatment
626,control
627,treatment
628,control
629,control
630,control
631,treatment
632,control
633,control
634,treatment
635,control
636,control
637,treatment
638,control
639,control
640,treatment
641,treatment
642,treatment
643,control
644,treatment
645,treatment
646,treatment
647,control
648,treatment
649,treatment
650,treatment
651,treatment
652,treatment
653,treatment
654,treatment
655,control
656,control
657,treatment
658,treatment
659,control
660,treatment
661,control
662,control
663,treatment
664,treatment
665,treatment
666,control
667,control
668,treatment
669,treatment
670,control
671,control
672,treatment
673,control
674,control
675,treatment
676,control
677,control
678,control
679,control
680,treatment
681,treatment
682,control
683,treatment
684,control
685,treatment
686,control
687,control
688,treatment
689,control
690,control
691,control
692,control
693,control
694,control
695,treatment
696,treatment
697,control
698,control
699,control
700,control
701,control
702,treatment
703,control
704,control
705,control
706,treatment
707,treatment
708,treatment
709,control
710,control
711,control
712,control
713,treatment
714,control
715,treatment
716,control
717,treatment
718,treatment
719,treatment
720,treatment
721,control
722,treatment
723,control
724,control
725,treatment
726,control
727,treatment
728,treatment
729,control
730,treatment
731,treatment
732,treatment
733,control
734,control
735,treatment
736,control
737,control
738,control
739,control
740,treatment
741,control
742,control
743,control
744,control
745,treatment
746,treatment
747,treatment
748,control
749,treatment
750,treatment
751,control
752,treatment
753,treatment
754,control
755,treatment
756,treatment
757,control
758,control
759,control
760,treatment
761,control
762,treatment
763,treatment
764,treatment
765,control
766,control
767,control
768,treatment
769,control
770,control
771,treatment
772,control
773,treatment
774,treatment
775,control
776,treatment
777,control
778,treatment
779,treatment
780,control
781,treatment
782,control
783,treatment
784,control
785,control
786,control
787,treatment
788,treatment
789,treatment
790,treatment
791,control
792,treatment
793,control
794,control
795,control
796,control
797,control
798,control
799,control
800,treatment
801,control
802,treatment
803,control
804,treatment
805,control
806,treatment
807,treatment
808,treatment
809,control
810,control
811,treatment
812,control
813,control
814,treatment
815,control
816,control
817,treatment
818,treatment
819,treatment
820,treatment
821,control
822,treatment
823,control
824,treatment
825,control
826,treatment
827,control
828,treatment
829,control
830,treatment
831,treatment
832,treatment
833,treatment
834,control
835,treatment
836,control
837,treatment
838,control
839,treatment
840,treatment
841,control
842,treatment
843,control
844,treatment
845,control
846,control
847,treatment
848,treatment
849,control
850,treatment
851,control
852,control
853,treatment
854,control
855,treatment
856,treatment
857,treatment
858,control
859,treatment
860,control
861,control
862,control
863,treatment
864,control
865,control
866,control
867,control
868,treatment
869,treatment
870,treatment
871,treatment
872,control
873,treatment
874,treatment
875,treatment
876,control
877,control
878,control
879,treatment
880,control
881,treatment
882,control
883,control
884,control
885,treatment
886,treatment
887,treatment
888,control
889,control
890,treatment
891,treatment
892,control
893,treatment
894,control
895,treatment
896,control
897,treatment
898,control
899,treatment
900,control
901,treatment
902,control
903,treatment
904,treatment
905,treatment
906,treatment
907,treatment
908,treatment
909,treatment
910,control
911,control
912,treatment
913,control
914,treatment
915,control
916,control
917,treatment
918,control
919,control
920,control
921,control
922,treatment
923,treatment
924,treatment
925,treatment
926,treatment
927,treatment
928,control
929,control
930,treatment
931,control
932,control
933,control
934,control
935,treatment
936,treatment
937,control
938,control
939,treatment
940,control
941,treatment
942,treatment
943,control
944,treatment
945,control
946,control
947,control
948,treatment
949,control
950,control
951,control
952,control
953,control
954,control
955,control
956,control
957,treatment
958,control
959,treatment
960,control
961,control
962,treatment
963,control
964,control
965,treatment
966,treatment
967,treatment
968,treatment
969,treatment
970,control
971,treatment
972,treatment
973,treatment
974,treatment
975,control
976,control
977,treatment
978,treatment
979,treatment
980,control
981,treatment
982,control
983,treatment
984,treatment
985,treatment
986,treatment
987,treatment
988,control
989,treatment
990,control
991,control
992,control
993,treatment
994,control
995,control
996,treatment
997,control
998,control
999,treatment
1000,control
1001,treatment
1002,treatment
1003,control
1004,control
1005,control
1006,treatment
1007,treatment
1008,control
1009,control
1010,treatment
1011,treatment
1012,treatment
1013,control
1014,treatment
1015,control
1016,control
1017,treatment
1018,control
1019,control
1020,control
1021,control
1022,treatment
1023,control
1024,treatment
1025,treatment
1026,treatment
1027,control
1028,control
1029,treatment
1030,control
1031,treatment
1032,treatment
1033,treatment
1034,treatment
1035,control
1036,control
1037,treatment
1038,control
1039,control
1040,treatment
1041,treatment
1042,control
1043,control
1044,control
1045,control
1046,treatment
1047,control
1048,control
1049,control
1050,control
1051,treatment
1052,treatment
1053,treatment
1054,treatment
1055,control
1056,control
1057,treatment
1058,treatment
1059,treatment
1060,treatment
1061,control
1062,treatment
1063,treatment
1064,treatment
1065,control
1066,control
1067,treatment
1068,control
1069,control
1070,control
1071,control
1072,treatment
1073,control
1074,treatment
1075,control
1076,treatment
1077,treatment
1078,treatment
1079,treatment
1080,control
1081,treatment
1082,control
1083,treatment
1084,control
1085,control
1086,treatment
1087,treatment
1088,control
1089,treatment
1090,control
1091,control
1092,treatment
1093,control
1094,control
1095,treatment
1096,treatment
1097,control
1098,treatment
1099,treatment
1100,treatment
1101,treatment
1102,treatment
1103,control
1104,control
1105,treatment
1106,treatment
1107,control
1108,treatment
1109,control
1110,control
1111,control
1112,treatment
1113,control
1114,treatment
1115,treatment
1116,control
1117,control
1118,control
1119,control
1120,treatment
1121,treatment
1122,control
1123,treatment
1124,treatment
1125,treatment
1126,control
1127,treatment
1128,control
1129,treatment
1130,control
1131,control
1132,control
1133,control
1134,treatment
1135,treatment
1136,control
1137,control
1138,treatment
1139,treatment
1140,treatment
1141,treatment
1142,control
1143,control
1144,control
1145,treatment
1146,treatment
1147,treatment
1148,control
1149,treatment
1150,control
1151,treatment
1152,control
1153,treatment
1154,control
1155,control
1156,control
1157,control
1158,control
1159,treatment
1160,control
1161,control
1162,treatment
1163,control
1164,treatment
1165,control
1166,treatment
1167,treatment
1168,treatment
1169,treatment
1170,treatment
1171,control
1172,control
1173,control
1174,control
1175,treatment
1176,treatment
1177,treatment
1178,control
1179,treatment
1180,control
1181,treatment
1182,treatment
1183,treatment
1184,treatment
1185,control
1186,control
1187,control
1188,treatment
1189,control
1190,control
1191,treatment
1192,control
1193,control
1194,treatment
1195,treatment
1196,control
1197,treatment
1198,control
1199,control
1200,control
1201,treatment
1202,treatment
1203,control
1204,treatment
1205,control
1206,treatment
1207,control
1208,treatment
1209,control
1210,treatment
1211,control
1212,control
1213,treatment
1214,treatment
1215,treatment
1216,control
1217,control
1218,treatment
1219,control
1220,treatment
1221,control
1222,treatment
1223,treatment
1224,treatment
1225,treatment
1226,treatment
1227,treatment
1228,treatment
1229,treatment
1230,treatment
1231,treatment
1232,treatment
1233,control
1234,treatment
1235,treatment
1236,control
1237,treatment
1238,control
1239,control
1240,control
1241,treatment
1242,control
1243,control
1244,control
1245,control
1246,treatment
1247,control
1248,treatment
1249,control
1250,treatment
1251,control
1252,treatment
1253,control
1254,treatment
1255,treatment
1256,control
1257,control
1258,control
1259,treatment
1260,control
1261,control
1262,treatment
1263,treatment
1264,treatment
1265,control
1266,control
1267,control
1268,control
1269,control
1270,treatment
1271,treatment
1272,treatment
1273,control
1274,control
1275,control
1276,treatment
1277,treatment
1278,control
1279,control
1280,control
1281,treatment
1282,control
1283,control
1284,control
1285,control
1286,treatment
1287,control
1288,control
1289,control
1290,control
1291,treatment
1292,control
1293,treatment
1294,treatment
1295,control
1296,treatment
1297,treatment
1298,control
1299,control
1300,control
1301,control
1302,control
1303,treatment
1304,control
1305,treatment
1306,treatment
1307,control
1308,control
1309,control
1310,control
1311,treatment
1312,control
1313,control
1314,treatment
1315,treatment
1316,control
1317,treatment
1318,control
1319,control
1320,control
1321,treatment
1322,treatment
1323,treatment
1324,treatment
1325,treatment
1326,control
1327,control
1328,treatment
1329,treatment
1330,treatment
1331,control
1332,treatment
1333,treatment
1334,treatment
1335,control
1336,control
1337,control
1338,treatment
1339,treatment
1340,control
1341,treatment
1342,control
1343,control
1344,control
1345,treatment
1346,control
1347,treatment
1348,control
1349,treatment
1350,treatment
1351,treatment
1352,treatment
1353,treatment
1354,treatment
1355,control
1356,control
1357,treatment
1358,treatment
1359,control
1360,control
1361,control
1362,control
1363,treatment
1364,control
1365,control
1366,control
1367,treatment
1368,treatment
1369,control
1370,treatment
1371,treatment
1372,control
1373,control
1374,treatment
1375,control
1376,control
1377,treatment
1378,treatment
1379,treatment
1380,control
1381,control
1382,control
1383,control
1384,control
1385,control
1386,control
1387,control
1388,control
1389,treatment
1390,treatment
1391,treatment
1392,control
1393,control
1394,control
1395,control
1396,control
1397,control
1398,treatment
1399,treatment
1400,control
1401,control
1402,control
1403,control
1404,control
1405,control
1406,treatment
1407,treatment
1408,treatment
1409,control
1410,treatment
1411,control
1412,treatment
1413,control
1414,treatment
1415,control
1416,treatment
1417,control
1418,control
1419,treatment
1420,treatment
1421,treatment
1422,control
1423,treatment
1424,treatment
1425,control
1426,treatment
1427,control
1428,control
1429,control
1430,control
1431,control
1432,treatment
1433,control
1434,treatment
1435,control
1436,treatment
1437,treatment
1438,treatment
1439,control
1440,treatment
1441,treatment
1442,treatment
1443,treatment
1444,treatment
1445,treatment
1446,control
1447,treatment
1448,control
1449,treatment
1450,control
1451,treatment
1452,control
1453,treatment
1454,control
1455,treatment
1456,control
1457,control
1458,control
1459,control
1460,control
1461,control
1462,control
1463,treatment
1464,control
1465,treatment
1466,control
1467,treatment
1468,treatment
1469,treatment
1470,control
1471,treatment
1472,control
1473,treatment
1474,treatment
1475,treatment
1476,control
1477,control
1478,control
1479,treatment
1480,control
1481,control
1482,control
1483,control
1484,control
1485,treatment
1486,control
1487,control
1488,control
1489,treatment
1490,treatment
1491,treatment
1492,treatment
1493,treatment
1494,control
1495,treatment
1496,control
1497,control
1498,control
1499,control
1500,control
1501,treatment
1502,control
1503,treatment
1504,treatment
1505,control
1506,control
1507,treatment
1508,control
1509,treatment
1510,control
1511,control
1512,treatment
1513,treatment
1514,control
1515,treatment
1516,treatment
1517,treatment
1518,control
1519,treatment
1520,control
1521,treatment
1522,treatment
1523,treatment
1524,treatment
1525,treatment
1526,treatment
1527,treatment
1528,control
1529,treatment
1530,control
1531,treatment
1532,treatment
1533,treatment
1534,treatment
1535,control
1536,treatment
1537,control
1538,treatment
1539,treatment
1540,treatment
1541,treatment
1542,treatment
1543,control
1544,treatment
1545,treatment
1546,control
1547,control
1548,treatment
1549,treatment
1550,treatment
1551,control
1552,treatment
1553,control
1554,treatment
1555,control
1556,treatment
1557,treatment
1558,treatment
1559,control
1560,treatment
1561,treatment
1562,treatment
1563,control
1564,treatment
1565,treatment
1566,treatment
1567,treatment
1568,treatment
1569,control
1570,control
1571,treatment
1572,treatment
1573,treatment
1574,treatment
1575,control
1576,control
1577,control
1578,control
1579,control
1580,control
1581,control
1582,treatment
1583,control
1584,control
1585,control
1586,control
1587,treatment
1588,control
1589,control
1590,treatment
1591,control
1592,treatment
1593,control
1594,control
1595,control
1596,control
1597,control
1598,control
1599,treatment
1600,treatment
1601,control
1602,treatment
1603,treatment
1604,control
1605,control
1606,treatment
1607,control
1608,treatment
1609,control
1610,control
1611,control
1612,treatment
1613,control
1614,control
1615,treatment
1616,treatment
1617,treatment
1618,treatment
1619,control
1620,treatment
1621,treatment
1622,treatment
1623,control
1624,control
1625,control
1626,treatment
1627,control
1628,control
1629,control
1630,treatment
1631,treatment
1632,treatment
1633,control
1634,control
1635,treatment
1636,treatment
1637,treatment
1638,control
1639,control
1640,treatment
1641,treatment
1642,control
1643,treatment
1644,control
1645,control
1646,control
1647,control
1648,treatment
1649,control
1650,control
1651,control
1652,control
1653,control
1654,control
1655,control
1656,control
1657,treatment
1658,control
1659,treatment
1660,treatment
1661,treatment
1662,control
1663,treatment
1664,control
1665,treatment
1666,control
1667,control
1668,treatment
1669,control
1670,treatment
1671,control
1672,treatment
1673,treatment
1674,control
1675,treatment
1676,control
1677,treatment
1678,control
1679,treatment
1680,control
1681,control
1682,control
1683,control
1684,control
1685,treatment
1686,treatment
1687,control
1688,control
1689,control
1690,treatment
1691,control
1692,treatment
1693,treatment
1694,treatment
1695,treatment
1696,treatment
1697,treatment
1698,treatment
1699,treatment
1700,treatment
1701,control
1702,control
1703,treatment
1704,treatment
1705,control
1706,control
1707,control
1708,treatment
1709,control
1710,treatment
1711,control
1712,treatment
1713,control
1714,treatment
1715,control
1716,treatment
1717,control
1718,treatment
1719,treatment
1720,control
1721,control
1722,control
1723,control
1724,treatment
1725,treatment
1726,treatment
1727,control
1728,treatment
1729,treatment
1730,treatment
1731,control
1732,treatment
1733,control
1734,control
1735,treatment
1736,control
1737,control
1738,control
1739,control
1740,treatment
1741,control
1742,treatment
1743,control
1744,control
1745,treatment
1746,treatment
1747,treatment
1748,treatment
1749,control
1750,treatment
1751,control
1752,treatment
1753,treatment
1754,treatment
1755,treatment
1756,treatment
1757,control
1758,control
1759,treatment
1760,control
1761,control
1762,control
1763,control
1764,treatment
1765,treatment
1766,control
1767,treatment
1768,control
1769,treatment
1770,treatment
1771,treatment
1772,control
1773,control
1774,treatment
1775,control
1776,control
1777,control
1778,treatment
1779,treatment
1780,treatment
1781,treatment
1782,treatment
1783,control
1784,control
1785,control
1786,control
1787,control
1788,treatment
1789,treatment
1790,treatment
1791,control
1792,treatment
1793,treatment
1794,treatment
1795,treatment
1796,treatment
1797,treatment
1798,treatment
1799,treatment
1800,control
1801,control
1802,control
1803,treatment
1804,control
1805,control
1806,control
1807,control
1808,control
1809,treatment
1810,treatment
1811,treatment
1812,control
1813,control
1814,control
1815,control
1816,control
1817,control
1818,treatment
1819,control
1820,control
1821,treatment
1822,treatment
1823,control
1824,treatment
1825,control
1826,control
1827,control
1828,control
1829,control
1830,treatment
1831,treatment
1832,control
1833,control
1834,treatment
1835,control
1836,control
1837,control
1838,control
1839,control
1840,treatment
1841,control
1842,treatment
1843,control
1844,treatment
1845,control
1846,control
1847,control
1848,treatment
1849,treatment
1850,control
1851,treatment
1852,treatment
1853,treatment
1854,treatment
1855,control
1856,treatment
1857,treatment
1858,control
1859,treatment
1860,control
1861,control
1862,control
1863,control
1864,treatment
1865,control
1866,control
1867,treatment
1868,treatment
1869,control
1870,control
1871,control
1872,control
1873,treatment
1874,treatment
1875,treatment
1876,control
1877,treatment
1878,control
1879,control
1880,treatment
1881,control
1882,control
1883,control
1884,treatment
1885,control
1886,control
1887,control
1888,control
1889,treatment
1890,treatment
1891,control
1892,treatment
1893,control
1894,control
1895,control
1896,control
1897,treatment
1898,control
1899,treatment
1900,treatment
1901,control
1902,control
1903,control
1904,control
1905,treatment
1906,treatment
1907,treatment
1908,control
1909,control
1910,treatment
1911,treatment
1912,treatment
1913,control
1914,control
1915,treatment
1916,control
1917,control
1918,treatment
1919,control
1920,control
1921,control
1922,treatment
1923,control
1924,treatment
1925,control
1926,treatment
1927,treatment
1928,treatment
1929,treatment
1930,control
1931,control
1932,treatment
1933,treatment
1934,treatment
1935,control
1936,control
1937,treatment
1938,control
1939,control
1940,control
1941,control
1942,control
1943,treatment
1944,treatment
1945,treatment
1946,treatment
1947,treatment
1948,control
1949,treatment
1950,treatment
1951,control
1952,treatment
1953,treatment
1954,control
1955,treatment
1956,treatment
1957,control
1958,control
1959,treatment
1960,treatment
1961,control
1962,treatment
1963,treatment
1964,control
1965,treatment
1966,treatment
1967,treatment
1968,control
1969,treatment
1970,treatment
1971,control
1972,treatment
1973,control
1974,control
1975,control
1976,control
1977,treatment
1978,control
1979,treatment
1980,treatment
1981,treatment
1982,treatment
1983,treatment
1984,treatment
1985,treatment
1986,control
1987,treatment
1988,control
1989,treatment
1990,control
1991,treatment
1992,treatment
1993,control
1994,treatment
1995,treatment
1996,treatment
1997,treatment
1998,control
1999,control
2000,control
2001,control
2002,treatment
2003,control
2004,control
2005,treatment
2006,treatment
2007,control
2008,treatment
2009,treatment
2010,treatment
2011,treatment
2012,treatment
2013,control
2014,control
2015,control
2016,treatment
2017,control
2018,treatment
2019,treatment
2020,control
2021,control
2022,treatment
2023,treatment
2024,treatment
2025,treatment
2026,control
2027,treatment
2028,treatment
2029,treatment
2030,control
2031,treatment
2032,treatment
2033,control
2034,treatment
2035,control
2036,control
2037,control
2038,treatment
2039,control
2040,treatment
2041,treatment
2042,control
2043,control
2044,control
2045,treatment
2046,control
2047,treatment
2048,control
2049,control
2050,treatment
2051,control
2052,control
2053,control
2054,control
2055,treatment
2056,treatment
2057,treatment
2058,control
2059,control
2060,treatment
2061,control
2062,control
2063,control
2064,control
2065,treatment
2066,control
2067,control
2068,treatment
2069,treatment
2070,control
2071,control
2072,control
2073,treatment
2074,control
2075,control
2076,control
2077,treatment
2078,control
2079,treatment
2080,control
2081,treatment
2082,treatment
2083,treatment
2084,control
2085,control
2086,treatment
2087,control
2088,treatment
2089,treatment
2090,treatment
2091,treatment
2092,treatment
2093,control
2094,control
2095,control
2096,control
2097,control
2098,treatment
2099,treatment
2100,treatment
2101,control
2102,treatment
2103,control
2104,control
2105,treatment
2106,treatment
2107,control
2108,treatment
2109,control
2110,control
2111,treatment
2112,treatment
2113,control
2114,control
2115,control
2116,treatment
2117,treatment
2118,treatment
2119,treatment
2120,control
2121,treatment
2122,control
2123,control
2124,control
2125,control
2126,treatment
2127,control
2128,treatment
2129,control
2130,control
2131,treatment
2132,treatment
2133,control
2134,treatment
2135,treatment
2136,treatment
2137,control
2138,control
2139,treatment
2140,treatment
2141,control
2142,control
2143,treatment
2144,control
2145,control
2146,treatment
2147,treatment
2148,control
2149,treatment
2150,control
2151,control
2152,treatment
2153,control
2154,control
2155,control
2156,control
2157,control
2158,treatment
2159,control
2160,control
2161,treatment
2162,control
2163,treatment
2164,control
2165,treatment
2166,control
2167,treatment
2168,treatment
2169,control
2170,treatment
2171,treatment
2172,treatment
2173,treatment
2174,control
2175,treatment
2176,treatment
2177,control
2178,treatment
2179,control
2180,treatment
2181,treatment
2182,treatment
2183,treatment
2184,control
2185,treatment
2186,control
2187,treatment
2188,treatment
2189,treatment
2190,treatment
2191,treatment
2192,treatment
2193,control
2194,control
2195,treatment
2196,treatment
2197,treatment
2198,treatment
2199,control
2200,treatment
2201,treatment
2202,treatment
2203,treatment
2204,treatment
2205,control
2206,treatment
2207,treatment
2208,control
2209,control
2210,control
2211,treatment
2212,treatment
2213,control
2214,control
2215,treatment
2216,control
2217,control
2218,control
2219,treatment
2220,control
2221,control
2222,treatment
2223,control
2224,treatment
2225,control
2226,treatment
2227,control
2228,treatment
2229,control
2230,treatment
2231,treatment
2232,treatment
2233,control
2234,treatment
2235,treatment
2236,control
2237,control
2238,treatment
2239,control
2240,control
2241,treatment
2242,treatment
2243,control
2244,control
2245,control
2246,treatment
2247,control
2248,control
2249,treatment
2250,treatment
2251,treatment
2252,control
2253,control
2254,treatment
2255,treatment
2256,treatment
2257,treatment
2258,treatment
2259,treatment
2260,treatment
2261,control
2262,treatment
2263,control
2264,control
2265,treatment
2266,treatment
2267,control
2268,treatment
2269,treatment
2270,control
2271,control
2272,control
2273,control
2274,treatment
2275,control
2276,treatment
2277,treatment
2278,treatment
2279,treatment
2280,control
2281,control
2282,control
2283,control
2284,control
2285,treatment
2286,treatment
2287,control
2288,control
2289,treatment
2290,treatment
2291,control
2292,control
2293,control
2294,control
2295,treatment
2296,treatment
2297,treatment
2298,treatment
2299,control
2300,control
2301,treatment
2302,control
2303,control
2304,control
2305,treatment
2306,control
2307,control
2308,control
2309,control
2310,control
2311,control
2312,control
2313,treatment
2314,treatment
2315,treatment
2316,treatment
2317,treatment
2318,treatment
2319,treatment
2320,treatment
2321,treatment
2322,control
2323,control
2324,control
2325,treatment
2326,control
2327,treatment
2328,control
2329,control
2330,control
2331,treatment
2332,control
2333,control
2334,treatment
2335,treatment
2336,treatment
2337,treatment
2338,treatment
2339,treatment
2340,control
2341,control
2342,treatment
2343,treatment
2344,treatment
2345,treatment
2346,control
2347,treatment
2348,control
2349,control
2350,control
2351,treatment
2352,control
2353,control
2354,treatment
2355,treatment
2356,treatment
2357,control
2358,treatment
2359,treatment
2360,treatment
2361,control
2362,control
2363,treatment
2364,control
2365,treatment
2366,treatment
2367,treatment
2368,treatment
2369,control
2370,control
2371,treatment
2372,treatment
2373,control
2374,control
2375,control
2376,treatment
2377,treatment
2378,control
2379,control
2380,treatment
2381,control
2382,control
2383,control
2384,treatment
2385,control
2386,treatment
2387,control
2388,control
2389,treatment
2390,control
2391,treatment
2392,treatment
2393,treatment
2394,treatment
2395,control
2396,treatment
2397,control
2398,control
2399,treatment
2400,control
2401,control
2402,treatment
2403,treatment
2404,treatment
2405,treatment
2406,control
2407,treatment
2408,treatment
2409,treatment
2410,treatment
2411,control
2412,treatment
2413,control
2414,treatment
2415,control
2416,control
2417,control
2418,control
2419,treatment
2420,treatment
2421,control
2422,treatment
2423,treatment
2424,control
2425,treatment
2426,control
2427,treatment
2428,treatment
2429,control
2430,treatment
2431,treatment
2432,treatment
2433,control
2434,treatment
2435,treatment
2436,treatment
2437,treatment
2438,treatment
2439,control
2440,treatment
2441,control
2442,treatment
2443,control
2444,treatment
2445,treatment
2446,control
2447,treatment
2448,control
2449,control
2450,control
2451,control
2452,treatment
2453,control
2454,control
2455,treatment
2456,treatment
2457,control
2458,control
2459,treatment
2460,treatment
2461,treatment
2462,treatment
2463,control
2464,treatment
2465,treatment
2466,treatment
2467,control
2468,control
2469,control
2470,treatment
2471,treatment
2472,control
2473,control
2474,treatment
2475,control
2476,treatment
2477,control
2478,treatment
2479,control
2480,treatment
2481,treatment
2482,treatment
2483,treatment
2484,treatment
2485,control
2486,treatment
2487,treatment
2488,treatment
2489,control
2490,control
2491,control
2492,control
2493,treatment
2494,control
2495,control
2496,control
2497,control
2498,control
2499,treatment
2500,treatment
2501,control
